transaction_id,timestamp,account_id,payer_id,payee_id,amount,currency,merchant_category,merchant_name,country,channel,device_id,ip_hash,balance_before,balance_after,label,notes
tx000252,2025-12-09T08:27:51Z,ACCT100152,ACCT100152-CHK,MCHT_SAFEWAY,30.46,USD,groceries,Safeway,GB,atm,DEV-ACCT100152-1,ip_718b96cf,2463.59,2433.13,0,grocery run
tx000253,2025-12-05T20:58:53Z,ACCT100245,ACCT100245-CHK,MCHT_SAFEWAY,43.86,USD,groceries,Safeway,US,mobile_app,DEV-ACCT100245-4,ip_0df2f11f,3722.86,3679.00,0,grocery run
tx000254,2025-12-19T21:47:21Z,ACCT100250,ACCT100250-CHK,MCHT_HULU,6.29,USD,subscription,Hulu,US,online,DEV-ACCT100250-1,ip_45c586ce,1922.80,1916.51,1,multiple small purchases
tx000255,2025-12-09T06:05:56Z,ACCT100225,CARD4238,MCHT_STARBUCKS,12.89,USD,coffee,Starbucks,US,in_store,DEV-ACCT100225-4,ip_f614747c,3128.80,3115.91,0,quick food/coffee
tx000256,2025-12-29T16:46:46Z,ACCT100283,CARD4031,MCHT_UBER_TRIP,8.87,USD,rideshare,Uber Trip,US,atm,DEV-ACCT100283-4,ip_c95a11c7,1674.79,1665.92,1,multiple small purchases
tx000257,2025-12-10T06:56:15Z,ACCT100257,ACCT100257-CHK,MCHT_WALMART_SUPERCENTER,443.49,USD,groceries,Walmart Supercenter,IR,atm,DEV-ACCT100257-2,ip_ca44409b,1352.59,909.10,2,high amount potential fraud
tx000258,2025-12-09T01:48:35Z,ACCT100021,ACCT100021-CHK,MCHT_BEST_BUY,9.35,USD,electronics,Best Buy,US,online,DEV-ACCT100021-1,ip_76c92c8e,3629.38,3620.03,1,multiple small purchases
tx000259,2025-12-27T02:59:59Z,ACCT100198,CARD4284,MCHT_APPLECOM/BILL,35.57,USD,online_services,Apple.com/Bill,RU,mobile_app,DEV-ACCT100198-4,ip_0b55399c,4996.77,4961.20,0,normal transaction
tx000260,2025-12-07T00:35:33Z,ACCT100212,ACCT100212-CHK,MCHT_APPLECOM/BILL,8.53,USD,online_services,Apple.com/Bill,GB,in_store,DEV-ACCT100212-3,ip_b894b00f,2449.04,2440.51,0,normal transaction
tx000261,2025-12-03T17:10:11Z,ACCT100210,CARD4135,MCHT_T-MOBILE,72.24,USD,utilities,T-Mobile,GB,atm,DEV-ACCT100210-4,ip_83da13db,1633.22,1560.98,0,monthly bill
tx000262,2025-12-19T23:26:38Z,ACCT100202,ACCT100202-CHK,MCHT_SAFEWAY,128.09,USD,groceries,Safeway,CA,mobile_app,DEV-ACCT100202-3,ip_6a1c9f34,4307.77,4179.68,0,grocery run
tx000263,2025-12-16T11:36:15Z,ACCT100143,ACCT100143-CHK,MCHT_TARGET,4824.26,USD,retail,Target,US,online,DEV-ACCT100143-3,ip_2a0789f1,4425.95,-398.31,2,sudden full-drain transaction
tx000264,2025-12-25T21:55:22Z,ACCT100213,ACCT100213-CHK,MCHT_DOORDASH,17.53,USD,delivery,DoorDash,RU,atm,DEV-ACCT100213-2,ip_ee3b2198,2396.84,2379.31,0,meal out
tx000265,2025-12-10T07:56:16Z,ACCT100159,CARD4259,MCHT_WALMART_SUPERCENTER,154.10,USD,groceries,Walmart Supercenter,RU,in_store,DEV-ACCT100159-1,ip_3dc17fbd,1490.98,1336.88,0,grocery run
tx000266,2025-12-15T04:43:33Z,ACCT100016,ACCT100016-CHK,MCHT_ZELLE_PAYMENT,191.05,USD,p2p,Zelle Payment,NG,online,DEV-ACCT100016-4,ip_73de3f6c,1303.39,1112.34,0,peer payment
tx000267,2025-12-24T22:26:51Z,ACCT100015,CARD4123,MCHT_AMAZON_MARKETPLACE,48.47,USD,online_retail,Amazon Marketplace,CA,online,DEV-ACCT100015-2,ip_1296846f,2948.55,2900.08,0,normal transaction
tx000268,2025-12-12T07:43:42Z,ACCT100046,ACCT100046-CHK,MCHT_CHICK-FIL-A,15.82,USD,fast_food,Chick-fil-A,US,online,DEV-ACCT100046-1,ip_e585048e,880.54,864.72,0,quick food/coffee
tx000269,2025-12-14T03:34:31Z,ACCT100242,ACCT100242-CHK,MCHT_NETFLIXCOM,19.43,USD,subscription,Netflix.com,US,online,DEV-ACCT100242-3,ip_0d02d8fd,2852.52,2833.09,0,subscription renewal
tx000270,2025-12-27T10:25:22Z,ACCT100192,CARD4178,MCHT_DUTCH_BROS_COFFEE,4.08,USD,coffee,Dutch Bros Coffee,CA,mobile_app,DEV-ACCT100192-3,ip_780f90bb,1616.35,1612.27,0,quick food/coffee
tx000271,2025-12-15T08:06:48Z,ACCT100152,CARD4055,MCHT_SAFEWAY,115.33,USD,groceries,Safeway,US,mobile_app,DEV-ACCT100152-3,ip_718b6070,2433.13,2317.80,0,grocery run
tx000272,2025-12-17T09:51:48Z,ACCT100076,ACCT100076-CHK,MCHT_ZELLE_PAYMENT,291.30,USD,p2p,Zelle Payment,IR,atm,DEV-ACCT100076-4,ip_e2089759,6.37,-284.93,0,peer payment
tx000273,2025-12-18T07:43:15Z,ACCT100132,CARD4214,MCHT_CHICK-FIL-A,17.42,USD,fast_food,Chick-fil-A,US,online,DEV-ACCT100132-3,ip_d67899b3,4403.90,4386.48,0,quick food/coffee
tx000274,2025-12-14T10:48:13Z,ACCT100087,ACCT100087-CHK,MCHT_MCDONALDS,1424.69,USD,fast_food,McDonalds,CA,online,DEV-ACCT100087-1,ip_b97171cb,1844.38,419.69,2,unusual country high amount
tx000275,2025-12-14T21:18:33Z,ACCT100181,CARD4114,MCHT_UBER_EATS,20.30,USD,delivery,Uber Eats,US,mobile_app,DEV-ACCT100181-1,ip_31622476,3530.14,3509.84,0,meal out
tx000276,2025-12-21T22:49:26Z,ACCT100241,ACCT100241-CHK,MCHT_CAMPUS_PARKING,22.08,USD,parking,Campus Parking,US,mobile_app,DEV-ACCT100241-2,ip_b233668d,3126.53,3104.45,0,normal transaction
tx000277,2025-12-05T19:40:16Z,ACCT100175,CARD4209,MCHT_WALMART_SUPERCENTER,122.81,USD,groceries,Walmart Supercenter,RU,online,DEV-ACCT100175-2,ip_a3e7a077,1097.33,974.52,0,grocery run
tx000278,2025-12-29T01:39:57Z,ACCT100029,CARD4002,MCHT_DUTCH_BROS_COFFEE,8.77,USD,coffee,Dutch Bros Coffee,IR,online,DEV-ACCT100029-4,ip_2d5bce89,3216.77,3208.00,1,unusual late-night transaction
tx000279,2025-12-20T00:12:49Z,ACCT100219,CARD4244,MCHT_SAFEWAY,2055.84,USD,groceries,Safeway,MX,online,DEV-ACCT100219-2,ip_d453092c,1665.26,-390.58,2,sudden full-drain transaction
tx000280,2025-12-08T03:44:03Z,ACCT100002,ACCT100002-CHK,MCHT_SRP_ELECTRIC,125.50,USD,utilities,SRP Electric,US,mobile_app,DEV-ACCT100002-3,ip_5c195583,1737.63,1612.13,0,monthly bill
tx000281,2025-12-22T02:57:32Z,ACCT100033,CARD4023,MCHT_TARGET,83.72,USD,retail,Target,CA,mobile_app,DEV-ACCT100033-2,ip_e933546b,4853.96,4770.24,1,unusual late-night transaction
tx000282,2025-12-02T10:32:59Z,ACCT100206,ACCT100206-CHK,MCHT_STARBUCKS,8.03,USD,coffee,Starbucks,US,online,DEV-ACCT100206-1,ip_a37dc019,2304.68,2296.65,0,quick food/coffee
tx000283,2025-12-02T20:31:11Z,ACCT100130,ACCT100130-CHK,MCHT_NETFLIXCOM,11.16,USD,subscription,Netflix.com,US,in_store,DEV-ACCT100130-4,ip_7ee4c2b0,1769.35,1758.19,0,subscription renewal
tx000284,2025-12-02T08:21:35Z,ACCT100063,CARD4280,MCHT_AMAZON_MARKETPLACE,82.78,USD,online_retail,Amazon Marketplace,US,online,DEV-ACCT100063-3,ip_945b463a,3469.43,3386.65,0,normal transaction
tx000285,2025-12-26T07:38:37Z,ACCT100214,ACCT100214-CHK,MCHT_DUTCH_BROS_COFFEE,6.89,USD,coffee,Dutch Bros Coffee,IR,in_store,DEV-ACCT100214-2,ip_af98b741,4807.93,4801.04,0,quick food/coffee
tx000286,2025-12-25T05:31:59Z,ACCT100209,ACCT100209-CHK,MCHT_SAFEWAY,30.33,USD,groceries,Safeway,CA,online,DEV-ACCT100209-1,ip_6899388a,4828.70,4798.37,0,grocery run
tx000287,2025-12-06T19:31:52Z,ACCT100293,ACCT100293-CHK,MCHT_TARGET,923.37,USD,retail,Target,IR,in_store,DEV-ACCT100293-3,ip_13f6873b,-270.32,-1193.69,2,unusual country high amount
tx000288,2025-12-16T00:03:16Z,ACCT100237,ACCT100237-CHK,MCHT_UBER_TRIP,33.04,USD,rideshare,Uber Trip,RU,in_store,DEV-ACCT100237-4,ip_8c0b3b57,1607.97,1574.93,0,normal transaction
tx000289,2025-12-17T20:26:12Z,ACCT100048,ACCT100048-CHK,MCHT_LYFT_RIDE,24.20,USD,rideshare,Lyft Ride,DE,online,DEV-ACCT100048-3,ip_97372f97,3360.58,3336.38,0,normal transaction
tx000290,2025-12-15T02:13:39Z,ACCT100190,ACCT100190-CHK,MCHT_WALMART_SUPERCENTER,2389.81,USD,groceries,Walmart Supercenter,US,atm,DEV-ACCT100190-4,ip_e6b15564,2398.47,8.66,1,near-zero balance after transaction
tx000291,2025-12-06T22:21:13Z,ACCT100057,ACCT100057-CHK,MCHT_TARGET,96.80,USD,retail,Target,RU,online,DEV-ACCT100057-4,ip_3b825cce,3781.07,3684.27,0,normal transaction
tx000292,2025-12-25T08:20:51Z,ACCT100194,ACCT100194-CHK,MCHT_CAMPUS_PARKING,58.85,USD,parking,Campus Parking,RU,online,DEV-ACCT100194-4,ip_fd431789,2402.47,2343.62,2,high amount potential fraud
tx000293,2025-12-18T07:40:04Z,ACCT100032,CARD4133,MCHT_SAFEWAY,112.59,USD,groceries,Safeway,RU,online,DEV-ACCT100032-1,ip_d9f2dd9e,2913.03,2800.44,0,grocery run
tx000294,2025-12-09T02:42:50Z,ACCT100127,CARD4246,MCHT_T-MOBILE,4647.00,USD,utilities,T-Mobile,DE,atm,DEV-ACCT100127-1,ip_6c3805f6,4656.03,9.03,1,near-zero balance after transaction
tx000295,2025-12-05T12:44:36Z,ACCT100080,CARD4258,MCHT_LYFT_RIDE,7.54,USD,rideshare,Lyft Ride,RU,online,DEV-ACCT100080-3,ip_045219c7,2961.82,2954.28,1,multiple small purchases
tx000296,2025-12-24T09:51:11Z,ACCT100259,CARD4114,MCHT_CHICK-FIL-A,9.06,USD,fast_food,Chick-fil-A,US,in_store,DEV-ACCT100259-4,ip_babce4e6,4673.25,4664.19,0,quick food/coffee
tx000297,2025-12-21T18:02:37Z,ACCT100161,CARD4060,MCHT_SHELL_OIL,30.01,USD,fuel,Shell Oil,US,in_store,DEV-ACCT100161-1,ip_17989bf4,3324.32,3294.31,0,gas station
tx000298,2025-12-19T03:21:37Z,ACCT100260,ACCT100260-CHK,MCHT_T-MOBILE,84.81,USD,utilities,T-Mobile,CA,mobile_app,DEV-ACCT100260-4,ip_bed4ba01,4451.83,4367.02,1,unusual late-night transaction
tx000299,2025-12-18T17:53:44Z,ACCT100231,ACCT100231-CHK,MCHT_SHELL_OIL,77.99,USD,fuel,Shell Oil,US,in_store,DEV-ACCT100231-3,ip_a1c0366f,1182.50,1104.51,0,gas station
tx000300,2025-12-07T02:08:18Z,ACCT100023,CARD4084,MCHT_WALMART_SUPERCENTER,55.37,USD,groceries,Walmart Supercenter,NG,atm,DEV-ACCT100023-1,ip_001ec929,810.95,755.58,0,grocery run
tx000301,2025-12-04T03:41:45Z,ACCT100110,ACCT100110-CHK,MCHT_CITY_WATER_&_SEWER,1191.61,USD,utilities,City Water & Sewer,IR,atm,DEV-ACCT100110-4,ip_44f944ef,4372.15,3180.54,2,unusual country high amount
tx000302,2025-12-26T04:11:11Z,ACCT100255,ACCT100255-CHK,MCHT_APPLECOM/BILL,30.57,USD,online_services,Apple.com/Bill,US,atm,DEV-ACCT100255-2,ip_7c223505,4982.43,4951.86,1,unusual late-night transaction
tx000303,2025-12-15T20:21:53Z,ACCT100198,CARD4164,MCHT_UBER_EATS,5373.36,USD,delivery,Uber Eats,GB,online,DEV-ACCT100198-2,ip_0b55d353,4961.20,-412.16,2,sudden full-drain transaction
tx000304,2025-12-11T15:34:18Z,ACCT100262,CARD4153,MCHT_SRP_ELECTRIC,157.16,USD,utilities,SRP Electric,MX,online,DEV-ACCT100262-3,ip_dae643ed,2095.72,1938.56,0,monthly bill
tx000305,2025-12-29T04:37:23Z,ACCT100091,CARD4257,MCHT_SRP_ELECTRIC,135.60,USD,utilities,SRP Electric,IR,mobile_app,DEV-ACCT100091-4,ip_203b9265,3323.51,3187.91,0,monthly bill
tx000306,2025-12-04T15:28:06Z,ACCT100216,ACCT100216-CHK,MCHT_SAFEWAY,120.02,USD,groceries,Safeway,US,in_store,DEV-ACCT100216-2,ip_ef2192bf,3000.96,2880.94,0,grocery run
tx000307,2025-12-28T04:01:49Z,ACCT100128,ACCT100128-CHK,MCHT_VERIZON_WIRELESS,121.40,USD,utilities,Verizon Wireless,US,online,DEV-ACCT100128-1,ip_559772d8,4443.08,4321.68,0,monthly bill
tx000308,2025-12-04T04:15:16Z,ACCT100287,ACCT100287-CHK,MCHT_AMAZON_MARKETPLACE,1152.79,USD,online_retail,Amazon Marketplace,IR,mobile_app,DEV-ACCT100287-3,ip_3ba11b8b,915.34,-237.45,2,sudden full-drain transaction
tx000309,2025-12-12T20:18:07Z,ACCT100006,ACCT100006-CHK,MCHT_SPOTIFY,1282.16,USD,subscription,Spotify,IR,atm,DEV-ACCT100006-3,ip_0c396497,4514.81,3232.65,2,unusual country high amount
tx000310,2025-12-10T23:21:45Z,ACCT100099,CARD4150,MCHT_COSTCO_WHOLESALE,1135.39,USD,groceries,Costco Wholesale,DE,in_store,DEV-ACCT100099-4,ip_1b6914ce,4373.51,3238.12,2,unusual country high amount
tx000311,2025-12-02T04:05:46Z,ACCT100219,CARD4142,MCHT_WALMART_SUPERCENTER,135.00,USD,groceries,Walmart Supercenter,GB,mobile_app,DEV-ACCT100219-2,ip_d4531473,-390.58,-525.58,0,grocery run
tx000312,2025-12-25T17:04:08Z,ACCT100078,ACCT100078-CHK,MCHT_CIRCLE_K,14.08,USD,fuel,Circle K,DE,mobile_app,DEV-ACCT100078-2,ip_d24422e8,-165.80,-179.88,1,multiple small purchases
tx000313,2025-12-18T20:36:11Z,ACCT100258,CARD4081,MCHT_APPLECOM/BILL,12.47,USD,online_services,Apple.com/Bill,US,in_store,DEV-ACCT100258-3,ip_9d43a981,1687.35,1674.88,0,normal transaction
tx000314,2025-12-29T03:31:17Z,ACCT100184,ACCT100184-CHK,MCHT_TARGET,2278.85,USD,retail,Target,GB,atm,DEV-ACCT100184-3,ip_f8d3e42e,2279.93,1.08,1,near-zero balance after transaction
tx000315,2025-12-07T09:36:34Z,ACCT100123,ACCT100123-CHK,MCHT_VERIZON_WIRELESS,94.02,USD,utilities,Verizon Wireless,US,atm,DEV-ACCT100123-3,ip_45c60ca6,2886.59,2792.57,0,monthly bill
tx000316,2025-12-17T10:42:38Z,ACCT100264,CARD4191,MCHT_AMAZON_MARKETPLACE,114.30,USD,online_retail,Amazon Marketplace,US,online,DEV-ACCT100264-2,ip_fbd403c0,4240.02,4125.72,0,normal transaction
tx000317,2025-12-11T21:02:12Z,ACCT100033,ACCT100033-CHK,MCHT_CAMPUS_PARKING,19.05,USD,parking,Campus Parking,US,in_store,DEV-ACCT100033-4,ip_e93324ec,4770.24,4751.19,0,normal transaction
tx000318,2025-12-05T10:51:33Z,ACCT100078,CARD4012,MCHT_CITY_WATER_&_SEWER,101.48,USD,utilities,City Water & Sewer,US,in_store,DEV-ACCT100078-1,ip_d244748d,-179.88,-281.36,0,monthly bill
tx000319,2025-12-17T17:24:24Z,ACCT100132,CARD4208,MCHT_DOORDASH,39.07,USD,delivery,DoorDash,US,atm,DEV-ACCT100132-1,ip_d678174d,4386.48,4347.41,0,meal out
tx000320,2025-12-31T06:18:10Z,ACCT100037,ACCT100037-CHK,MCHT_DUTCH_BROS_COFFEE,10.77,USD,coffee,Dutch Bros Coffee,DE,mobile_app,DEV-ACCT100037-1,ip_587df2ae,3062.57,3051.80,1,multiple small purchases
tx000321,2025-12-08T21:22:45Z,ACCT100080,ACCT100080-CHK,MCHT_WALMART_SUPERCENTER,162.48,USD,groceries,Walmart Supercenter,US,mobile_app,DEV-ACCT100080-3,ip_045205b5,2954.28,2791.80,0,grocery run
tx000322,2025-12-27T23:20:47Z,ACCT100283,ACCT100283-CHK,MCHT_WALMART_SUPERCENTER,38.19,USD,groceries,Walmart Supercenter,US,atm,DEV-ACCT100283-2,ip_c95ab00d,1665.92,1627.73,0,grocery run
tx000323,2025-12-11T07:55:32Z,ACCT100108,ACCT100108-CHK,MCHT_COSTCO_WHOLESALE,221.03,USD,groceries,Costco Wholesale,US,mobile_app,DEV-ACCT100108-1,ip_88f6ec2a,1382.43,1161.40,0,grocery run
tx000324,2025-12-11T11:31:38Z,ACCT100281,CARD4037,MCHT_VERIZON_WIRELESS,23.89,USD,utilities,Verizon Wireless,US,in_store,DEV-ACCT100281-3,ip_4bc141a5,1406.80,1382.91,1,multiple small purchases
tx000325,2025-12-25T11:35:18Z,ACCT100120,CARD4051,MCHT_SPOTIFY,11.16,USD,subscription,Spotify,US,mobile_app,DEV-ACCT100120-3,ip_356e4e06,3905.72,3894.56,0,subscription renewal
tx000326,2025-12-02T03:08:55Z,ACCT100289,CARD4290,MCHT_UBER_TRIP,37.07,USD,rideshare,Uber Trip,US,online,DEV-ACCT100289-4,ip_de888da8,1745.06,1707.99,0,normal transaction
tx000327,2025-12-19T07:29:00Z,ACCT100184,CARD4068,MCHT_AIRBNB,14.69,USD,travel,Airbnb,CA,atm,DEV-ACCT100184-2,ip_f8d329f8,1.08,-13.61,1,multiple small purchases
tx000328,2025-12-05T06:54:59Z,ACCT100143,ACCT100143-CHK,MCHT_DUTCH_BROS_COFFEE,4.34,USD,coffee,Dutch Bros Coffee,DE,in_store,DEV-ACCT100143-4,ip_2a076cee,-398.31,-402.65,0,quick food/coffee
tx000329,2025-12-09T02:41:20Z,ACCT100018,CARD4282,MCHT_APPLECOM/BILL,12.82,USD,online_services,Apple.com/Bill,MX,atm,DEV-ACCT100018-3,ip_f9f5448c,4111.88,4099.06,0,normal transaction
tx000330,2025-12-13T10:43:07Z,ACCT100237,ACCT100237-CHK,MCHT_CHICK-FIL-A,14.17,USD,fast_food,Chick-fil-A,MX,in_store,DEV-ACCT100237-4,ip_8c0b5185,1574.93,1560.76,0,quick food/coffee
tx000331,2025-12-03T08:48:42Z,ACCT100091,ACCT100091-CHK,MCHT_SHELL_OIL,33.77,USD,fuel,Shell Oil,CA,mobile_app,DEV-ACCT100091-3,ip_203b77d1,3187.91,3154.14,0,gas station
tx000332,2025-12-03T08:06:41Z,ACCT100021,CARD4105,MCHT_CHICK-FIL-A,3613.33,USD,fast_food,Chick-fil-A,CA,in_store,DEV-ACCT100021-3,ip_76c986d1,3620.03,6.70,1,near-zero balance after transaction
tx000333,2025-12-30T06:33:52Z,ACCT100296,ACCT100296-CHK,MCHT_CHICK-FIL-A,19.67,USD,fast_food,Chick-fil-A,US,mobile_app,DEV-ACCT100296-2,ip_6fa9cfca,2326.95,2307.28,0,quick food/coffee
tx000334,2025-12-26T08:28:05Z,ACCT100180,CARD4176,MCHT_CIRCLE_K,23.85,USD,fuel,Circle K,GB,in_store,DEV-ACCT100180-3,ip_88616c4b,3587.34,3563.49,0,gas station
tx000335,2025-12-13T20:51:31Z,ACCT100076,ACCT100076-CHK,MCHT_CHIPOTLE,11.70,USD,restaurants,Chipotle,NG,in_store,DEV-ACCT100076-4,ip_e208f542,-284.93,-296.63,0,meal out
tx000336,2025-12-29T17:40:45Z,ACCT100107,CARD4082,MCHT_SAFEWAY,46.17,USD,groceries,Safeway,US,online,DEV-ACCT100107-1,ip_46e94b31,2434.44,2388.27,0,grocery run
tx000337,2025-12-30T23:49:16Z,ACCT100028,CARD4085,MCHT_VENMO_CASHOUT,763.97,USD,p2p,Venmo Cashout,MX,atm,DEV-ACCT100028-3,ip_f8d12be7,4313.72,3549.75,2,unusual country high amount
tx000338,2025-12-21T20:05:50Z,ACCT100110,CARD4229,MCHT_CAMPUS_PARKING,20.89,USD,parking,Campus Parking,US,online,DEV-ACCT100110-2,ip_44f9876f,3180.54,3159.65,0,normal transaction
tx000339,2025-12-20T06:10:02Z,ACCT100085,CARD4175,MCHT_NETFLIXCOM,11.09,USD,subscription,Netflix.com,US,online,DEV-ACCT100085-2,ip_3361d6ef,1486.94,1475.85,0,subscription renewal
tx000340,2025-12-27T16:40:47Z,ACCT100076,ACCT100076-CHK,MCHT_AMAZON_MARKETPLACE,22.93,USD,online_retail,Amazon Marketplace,GB,in_store,DEV-ACCT100076-4,ip_e20842ba,-296.63,-319.56,0,normal transaction
tx000341,2025-12-27T14:48:00Z,ACCT100276,CARD4000,MCHT_AMAZON_MARKETPLACE,113.23,USD,online_retail,Amazon Marketplace,US,in_store,DEV-ACCT100276-4,ip_7254c331,981.66,868.43,0,normal transaction
tx000342,2025-12-13T17:18:58Z,ACCT100179,ACCT100179-CHK,MCHT_UBER_EATS,39.47,USD,delivery,Uber Eats,US,atm,DEV-ACCT100179-3,ip_700860c7,2464.57,2425.10,0,meal out
tx000343,2025-12-17T05:34:16Z,ACCT100002,ACCT100002-CHK,MCHT_AMAZON_MARKETPLACE,21.72,USD,online_retail,Amazon Marketplace,US,online,DEV-ACCT100002-4,ip_5c1981dc,1612.13,1590.41,0,normal transaction
tx000344,2025-12-21T04:35:12Z,ACCT100133,CARD4274,MCHT_APPLECOM/BILL,14.70,USD,online_services,Apple.com/Bill,GB,mobile_app,DEV-ACCT100133-4,ip_39465b81,4761.27,4746.57,1,multiple small purchases
tx000345,2025-12-21T01:28:26Z,ACCT100189,CARD4286,MCHT_DUTCH_BROS_COFFEE,12.61,USD,coffee,Dutch Bros Coffee,US,mobile_app,DEV-ACCT100189-2,ip_dee93357,2375.64,2363.03,1,unusual late-night transaction
tx000346,2025-12-09T18:40:33Z,ACCT100109,CARD4260,MCHT_CIRCLE_K,24.55,USD,fuel,Circle K,IR,in_store,DEV-ACCT100109-2,ip_50cef17e,4713.92,4689.37,0,gas station
tx000347,2025-12-31T06:46:21Z,ACCT100222,ACCT100222-CHK,MCHT_DUTCH_BROS_COFFEE,14.83,USD,coffee,Dutch Bros Coffee,US,in_store,DEV-ACCT100222-3,ip_19e01d6b,2924.22,2909.39,0,quick food/coffee
tx000348,2025-12-11T08:24:55Z,ACCT100089,CARD4253,MCHT_SAFEWAY,101.94,USD,groceries,Safeway,RU,mobile_app,DEV-ACCT100089-2,ip_6abd56c6,687.77,585.83,0,grocery run
tx000349,2025-12-15T07:00:32Z,ACCT100018,ACCT100018-CHK,MCHT_T-MOBILE,17.40,USD,utilities,T-Mobile,US,in_store,DEV-ACCT100018-4,ip_f9f5668f,4099.06,4081.66,1,multiple small purchases
tx000350,2025-12-29T00:56:02Z,ACCT100265,ACCT100265-CHK,MCHT_ZELLE_PAYMENT,3862.76,USD,p2p,Zelle Payment,MX,mobile_app,DEV-ACCT100265-3,ip_49cd73dd,3656.40,-206.36,2,sudden full-drain transaction
tx000351,2025-12-21T15:51:55Z,ACCT100099,CARD4232,MCHT_APPLECOM/BILL,24.55,USD,online_services,Apple.com/Bill,US,online,DEV-ACCT100099-3,ip_1b69ae10,3238.12,3213.57,0,normal transaction
tx000352,2025-12-23T09:22:55Z,ACCT100059,CARD4262,MCHT_AIRBNB,1112.72,USD,travel,Airbnb,RU,mobile_app,DEV-ACCT100059-2,ip_b5d0ade8,2201.41,1088.69,2,unusual country high amount
tx000353,2025-12-20T11:21:56Z,ACCT100234,ACCT100234-CHK,MCHT_AMAZON_MARKETPLACE,119.36,USD,online_retail,Amazon Marketplace,US,in_store,DEV-ACCT100234-2,ip_3b2ea1a7,1550.04,1430.68,0,normal transaction
tx000354,2025-12-15T20:14:08Z,ACCT100211,ACCT100211-CHK,MCHT_SRP_ELECTRIC,151.05,USD,utilities,SRP Electric,US,online,DEV-ACCT100211-3,ip_837026ed,4028.32,3877.27,0,monthly bill
tx000355,2025-12-10T01:55:42Z,ACCT100283,CARD4091,MCHT_MCDONALDS,9.18,USD,fast_food,McDonalds,US,mobile_app,DEV-ACCT100283-2,ip_c95a67d1,1627.73,1618.55,1,unusual late-night transaction
tx000356,2025-12-25T03:23:55Z,ACCT100127,ACCT100127-CHK,MCHT_CIRCLE_K,51.03,USD,fuel,Circle K,US,in_store,DEV-ACCT100127-4,ip_6c388ca9,9.03,-42.00,1,unusual late-night transaction
tx000357,2025-12-04T10:51:22Z,ACCT100251,CARD4093,MCHT_CHICK-FIL-A,19.28,USD,fast_food,Chick-fil-A,IR,online,DEV-ACCT100251-1,ip_643fb1cf,3883.39,3864.11,0,quick food/coffee
tx000358,2025-12-17T05:16:46Z,ACCT100201,CARD4089,MCHT_TARGET,21.54,USD,retail,Target,NG,atm,DEV-ACCT100201-2,ip_614ac244,4668.65,4647.11,0,normal transaction
tx000359,2025-12-10T21:16:03Z,ACCT100297,CARD4051,MCHT_CHIPOTLE,17.07,USD,restaurants,Chipotle,RU,mobile_app,DEV-ACCT100297-3,ip_fbc7bb5a,534.16,517.09,0,meal out
tx000360,2025-12-19T09:17:57Z,ACCT100094,CARD4255,MCHT_STARBUCKS,10.29,USD,coffee,Starbucks,NG,mobile_app,DEV-ACCT100094-2,ip_3c723322,785.87,775.58,0,quick food/coffee
tx000361,2025-12-09T03:45:19Z,ACCT100138,CARD4120,MCHT_CAMPUS_PARKING,5.19,USD,parking,Campus Parking,US,online,DEV-ACCT100138-4,ip_e3e1ffcb,3946.25,3941.06,0,normal transaction
tx000362,2025-12-29T07:25:28Z,ACCT100068,CARD4264,MCHT_CIRCLE_K,28.17,USD,fuel,Circle K,US,mobile_app,DEV-ACCT100068-2,ip_19c88232,-334.28,-362.45,0,gas station
tx000363,2025-12-19T17:22:24Z,ACCT100243,CARD4049,MCHT_SHELL_OIL,37.27,USD,fuel,Shell Oil,US,mobile_app,DEV-ACCT100243-2,ip_0859595d,-96.26,-133.53,0,gas station
tx000364,2025-12-05T16:52:13Z,ACCT100145,CARD4181,MCHT_VERIZON_WIRELESS,68.65,USD,utilities,Verizon Wireless,CA,atm,DEV-ACCT100145-2,ip_1d1255cc,1453.09,1384.44,0,monthly bill
tx000365,2025-12-09T18:15:44Z,ACCT100172,CARD4215,MCHT_LYFT_RIDE,19.60,USD,rideshare,Lyft Ride,US,in_store,DEV-ACCT100172-3,ip_332288f2,2627.02,2607.42,0,normal transaction
tx000366,2025-12-21T01:42:04Z,ACCT100202,CARD4138,MCHT_CIRCLE_K,32.58,USD,fuel,Circle K,US,atm,DEV-ACCT100202-1,ip_6a1c6bd0,4179.68,4147.10,1,unusual late-night transaction
tx000367,2025-12-03T04:14:11Z,ACCT100085,ACCT100085-CHK,MCHT_WALMART_SUPERCENTER,1467.97,USD,groceries,Walmart Supercenter,CA,in_store,DEV-ACCT100085-1,ip_33613536,1475.85,7.88,1,near-zero balance after transaction
tx000368,2025-12-13T00:44:17Z,ACCT100134,ACCT100134-CHK,MCHT_T-MOBILE,62.73,USD,utilities,T-Mobile,US,mobile_app,DEV-ACCT100134-2,ip_dbb84336,885.44,822.71,0,monthly bill
tx000369,2025-12-25T00:16:46Z,ACCT100269,ACCT100269-CHK,MCHT_SAFEWAY,134.51,USD,groceries,Safeway,US,mobile_app,DEV-ACCT100269-3,ip_ce10e3c2,535.20,400.69,0,grocery run
