transaction_id,timestamp,account_id,payer_id,payee_id,amount,currency,merchant_category,country,channel,device_id,ip_hash,balance_before,balance_after,label,notes
tx0162,2025-10-01T08:04:00Z,acct_1233,user_1068,merc_9132,218.68,USD,consulting,GB,atm,dev_b9,ip_7576,13461.9,13243.22,0,restaurant meal
tx0163,2025-10-01T21:08:00Z,acct_1112,user_1297,merc_9019,19955.74,USD,restaurant,US,atm,dev_w2,ip_8867,19882.59,-295.98,2,transaction exceeds balance
tx0164,2025-10-01T10:11:00Z,acct_1070,user_1216,merc_9096,2658.75,USD,books,GB,atm,dev_m2,ip_8836,2677.14,18.39,1,near-zero balance after transaction
tx0165,2025-10-01T11:14:00Z,acct_1115,user_1002,merc_9194,23.96,USD,crypto_exchange,US,mobile,dev_v9,ip_6949,10648.03,10624.07,1,multiple quick purchases
tx0166,2025-10-01T12:11:00Z,acct_1058,user_1017,merc_9170,6720.56,USD,airfare,GB,app,dev_g2,ip_1654,11887.0,5166.44,0,normal grocery
tx0167,2025-10-01T10:27:00Z,acct_1023,user_1206,merc_9113,5501.18,USD,grocery,RU,web,dev_e9,ip_4740,4698.55,-802.63,2,wire to high-risk country
tx0168,2025-10-01T18:59:00Z,acct_1267,user_1114,merc_9106,4956.71,USD,grocery,FR,mobile,dev_r10,ip_2870,12527.34,7570.63,0,restaurant meal
tx0169,2025-10-01T20:05:00Z,acct_1196,user_1269,merc_9082,8493.56,USD,wire,GB,atm,dev_j7,ip_3013,15093.23,6599.67,0,restaurant meal
tx0170,2025-10-01T15:41:00Z,acct_1074,user_1238,merc_9015,3303.3,USD,books,NG,atm,dev_r9,ip_2197,7780.61,4477.31,0,normal grocery
tx0171,2025-10-01T20:22:00Z,acct_1190,user_1048,merc_9138,8046.7,USD,subscription,US,app,dev_m10,ip_9879,810.16,-7236.54,0,travel expense
tx0172,2025-10-01T12:09:00Z,acct_1287,user_1112,merc_9123,9995.72,USD,subscription,US,mobile,dev_a4,ip_3114,19242.31,9246.59,0,book purchase
tx0173,2025-10-01T15:58:00Z,acct_1105,user_1204,merc_9062,3597.09,USD,subscription,NG,mobile,dev_m8,ip_8744,12981.45,9384.36,0,book purchase
tx0174,2025-10-01T17:27:00Z,acct_1051,user_1241,merc_9195,1460.08,USD,restaurant,CA,web,dev_k7,ip_750,11259.24,9799.16,0,restaurant meal
tx0175,2025-10-01T13:46:00Z,acct_1300,user_1297,merc_9185,7590.26,USD,wire,GB,mobile,dev_g6,ip_3769,7609.2,18.94,1,near-zero balance after transaction
tx0176,2025-10-01T18:58:00Z,acct_1132,user_1251,merc_9186,1841.29,USD,crypto_exchange,RU,atm,dev_f6,ip_2774,2816.37,975.08,0,travel expense
tx0177,2025-10-01T14:23:00Z,acct_1031,user_1269,merc_9009,2187.98,USD,grocery,US,app,dev_n3,ip_3792,1378.0,-809.98,0,book purchase
tx0178,2025-10-01T08:18:00Z,acct_1031,user_1248,merc_9169,2748.13,USD,grocery,DE,app,dev_r9,ip_6740,256.78,-2491.35,0,restaurant meal
tx0179,2025-10-01T09:21:00Z,acct_1258,user_1221,merc_9046,3545.06,USD,clothing,US,app,dev_e4,ip_3145,12403.22,8858.16,0,book purchase
tx0180,2025-10-01T18:53:00Z,acct_1192,user_1208,merc_9118,5527.46,USD,airfare,IR,web,dev_j2,ip_520,1888.14,-3639.32,0,normal grocery
tx0181,2025-10-01T16:07:00Z,acct_1005,user_1088,merc_9022,9012.83,USD,restaurant,DE,atm,dev_s2,ip_8654,18384.66,9371.83,0,travel expense
tx0182,2025-10-01T10:28:00Z,acct_1139,user_1024,merc_9020,9614.73,USD,clothing,RU,mobile,dev_s1,ip_2939,18576.75,8962.02,0,travel expense
tx0183,2025-10-01T16:33:00Z,acct_1204,user_1040,merc_9077,7670.53,USD,consulting,US,web,dev_m9,ip_5436,7689.25,18.72,1,near-zero balance after transaction
tx0184,2025-10-01T15:42:00Z,acct_1178,user_1028,merc_9026,80.52,USD,digital_goods,GB,web,dev_k10,ip_9759,7946.13,7865.61,1,multiple quick purchases
tx0185,2025-10-01T09:25:00Z,acct_1252,user_1117,merc_9092,7980.75,USD,books,NG,atm,dev_f10,ip_6228,1732.17,-6248.58,0,normal grocery
tx0186,2025-10-01T15:22:00Z,acct_1138,user_1079,merc_9098,2062.02,USD,books,RU,web,dev_k6,ip_1746,1848.58,-456.44,2,transaction exceeds balance
tx0187,2025-10-01T08:13:00Z,acct_1230,user_1286,merc_9143,7844.6,USD,digital_goods,NG,atm,dev_a2,ip_5799,11093.31,3248.71,0,book purchase
tx0188,2025-10-01T09:05:00Z,acct_1150,user_1212,merc_9100,2684.8,USD,consulting,US,web,dev_q3,ip_6238,3406.64,721.84,0,monthly subscription
tx0189,2025-10-01T18:32:00Z,acct_1086,user_1223,merc_9071,6250.71,USD,crypto_exchange,GB,mobile,dev_z2,ip_5917,5048.96,-1201.75,0,travel expense
tx0190,2025-10-01T10:20:00Z,acct_1101,user_1235,merc_9028,3348.03,USD,grocery,US,mobile,dev_m6,ip_6225,16085.45,12737.42,0,travel expense
tx0191,2025-10-01T21:21:00Z,acct_1154,user_1165,merc_9155,4910.58,USD,restaurant,US,atm,dev_f7,ip_5229,5843.13,932.55,0,travel expense
tx0192,2025-10-01T08:28:00Z,acct_1125,user_1167,merc_9097,6817.44,USD,restaurant,FR,atm,dev_d10,ip_3274,11852.7,5035.26,0,travel expense
tx0193,2025-10-01T21:29:00Z,acct_1237,user_1108,merc_9113,6586.97,USD,books,FR,app,dev_v8,ip_2281,12674.05,6087.08,0,book purchase
tx0194,2025-10-01T14:09:00Z,acct_1194,user_1038,merc_9115,4.16,USD,consulting,IR,atm,dev_m9,ip_8301,18471.45,18467.29,1,repeated small micro-charges
tx0195,2025-10-01T21:36:00Z,acct_1275,user_1044,merc_9028,6467.79,USD,wire,US,mobile,dev_u10,ip_726,11273.14,4805.35,0,restaurant meal
tx0196,2025-10-01T15:55:00Z,acct_1221,user_1055,merc_9003,4458.34,USD,airfare,US,mobile,dev_q9,ip_9143,11618.76,7160.42,0,book purchase
tx0197,2025-10-01T16:54:00Z,acct_1257,user_1078,merc_9089,3031.77,USD,digital_goods,US,atm,dev_j7,ip_1407,2339.07,-108.65,2,transaction exceeds balance
tx0198,2025-10-01T19:34:00Z,acct_1248,user_1179,merc_9122,68.32,USD,crypto_exchange,US,atm,dev_k2,ip_4920,912.77,844.45,1,multiple quick purchases
tx0199,2025-10-01T14:46:00Z,acct_1085,user_1125,merc_9133,1845.33,USD,restaurant,US,web,dev_r7,ip_7571,4652.47,2807.14,0,book purchase
tx0200,2025-10-01T22:53:00Z,acct_1015,user_1102,merc_9116,5563.23,USD,books,IR,atm,dev_a4,ip_3372,5581.33,18.1,1,near-zero balance after transaction
tx0201,2025-10-01T14:42:00Z,acct_1275,user_1096,merc_9094,5970.11,USD,crypto_exchange,CA,web,dev_d5,ip_8020,10563.75,4593.64,0,travel expense
tx0202,2025-10-01T11:08:00Z,acct_1059,user_1179,merc_9091,2386.49,USD,subscription,DE,web,dev_t10,ip_1389,13448.76,11062.27,0,normal grocery
tx0203,2025-10-01T17:29:00Z,acct_1192,user_1073,merc_9131,5374.26,USD,consulting,GB,atm,dev_e10,ip_6287,8472.31,3098.05,0,monthly subscription
tx0204,2025-10-02T00:27:00Z,acct_1086,user_1251,merc_9074,21304.32,USD,restaurant,US,web,dev_o10,ip_879,17313.13,-3991.19,2,large transfer to new payee
tx0205,2025-10-01T17:59:00Z,acct_1288,user_1259,merc_9168,7959.01,USD,crypto_exchange,DE,atm,dev_n8,ip_8007,3361.72,-4597.29,0,monthly subscription
tx0206,2025-10-01T17:09:00Z,acct_1017,user_1141,merc_9058,3.29,USD,wire,NG,mobile,dev_y8,ip_9268,14855.51,14852.22,1,repeated small micro-charges
tx0207,2025-10-01T23:22:00Z,acct_1279,user_1188,merc_9139,2476.07,USD,clothing,US,atm,dev_g7,ip_1678,14725.05,12248.98,0,normal grocery
tx0208,2025-10-01T12:46:00Z,acct_1135,user_1179,merc_9023,4282.24,USD,airfare,DE,app,dev_g10,ip_5745,17223.75,12941.51,0,travel expense
tx0209,2025-10-01T11:16:00Z,acct_1106,user_1106,merc_9016,19095.55,USD,clothing,RU,mobile,dev_i10,ip_8828,3384.18,-15711.37,2,wire to high-risk country
tx0210,2025-10-01T17:11:00Z,acct_1070,user_1211,merc_9016,22.8,USD,wire,FR,web,dev_h3,ip_5278,16573.07,16550.27,1,multiple quick purchases
tx0211,2025-10-01T23:39:00Z,acct_1213,user_1193,merc_9116,5819.97,USD,books,US,app,dev_q5,ip_6047,9104.82,3284.85,0,normal grocery
tx0212,2025-10-02T00:34:00Z,acct_1184,user_1033,merc_9137,5473.56,USD,books,GB,web,dev_g8,ip_4400,6470.85,997.29,0,monthly subscription
tx0213,2025-10-01T18:19:00Z,acct_1176,user_1025,merc_9012,17760.81,USD,grocery,IR,atm,dev_d3,ip_7231,9141.23,-8619.58,2,wire to high-risk country
tx0214,2025-10-01T22:40:00Z,acct_1082,user_1141,merc_9024,7260.16,USD,subscription,RU,mobile,dev_c6,ip_2712,1054.71,-6205.45,0,monthly subscription
tx0215,2025-10-01T12:07:00Z,acct_1047,user_1049,merc_9001,81.62,USD,digital_goods,US,atm,dev_e10,ip_3706,10398.5,10316.88,0,restaurant meal
tx0216,2025-10-01T12:53:00Z,acct_1217,user_1068,merc_9123,3.57,USD,books,US,web,dev_c2,ip_1691,6280.76,6277.19,1,repeated small micro-charges
tx0217,2025-10-01T10:58:00Z,acct_1036,user_1272,merc_9145,4424.4,USD,crypto_exchange,US,web,dev_l4,ip_2481,18399.48,13975.08,0,monthly subscription
tx0218,2025-10-01T17:44:00Z,acct_1052,user_1072,merc_9193,2482.42,USD,restaurant,US,atm,dev_n6,ip_2291,4970.77,2488.35,0,travel expense
tx0219,2025-10-01T10:26:00Z,acct_1014,user_1155,merc_9053,4996.33,USD,books,NG,web,dev_j1,ip_3922,9907.86,4911.53,0,travel expense
tx0220,2025-10-01T08:35:00Z,acct_1271,user_1007,merc_9093,4710.68,USD,books,CA,web,dev_s7,ip_5987,10936.2,6225.52,0,normal grocery
tx0221,2025-10-01T10:49:00Z,acct_1035,user_1008,merc_9068,73.16,USD,grocery,US,app,dev_z7,ip_8301,5744.03,5670.87,1,multiple quick purchases
tx0222,2025-10-01T10:16:00Z,acct_1275,user_1276,merc_9158,19207.64,USD,digital_goods,US,mobile,dev_j2,ip_8378,18420.08,-183.49,2,transaction exceeds balance
tx0223,2025-10-01T12:05:00Z,acct_1159,user_1224,merc_9187,3093.59,USD,airfare,US,app,dev_c7,ip_1901,9078.37,5984.78,0,monthly subscription
tx0224,2025-10-01T17:11:00Z,acct_1007,user_1071,merc_9180,4.0,USD,crypto_exchange,US,web,dev_l9,ip_8475,15664.08,15660.08,1,repeated small micro-charges
tx0225,2025-10-02T01:04:00Z,acct_1061,user_1016,merc_9086,5108.31,USD,clothing,GB,mobile,dev_c5,ip_9448,12558.11,7449.8,0,normal grocery
tx0226,2025-10-01T16:21:00Z,acct_1291,user_1086,merc_9095,8587.03,USD,digital_goods,US,mobile,dev_s2,ip_3743,14820.78,6233.75,0,normal grocery
tx0227,2025-10-01T17:16:00Z,acct_1024,user_1242,merc_9094,9158.63,USD,wire,GB,web,dev_b9,ip_6871,4505.82,-4652.81,0,restaurant meal
tx0228,2025-10-01T18:37:00Z,acct_1040,user_1293,merc_9096,4651.48,USD,wire,US,app,dev_h9,ip_753,19082.51,14431.03,0,restaurant meal
tx0229,2025-10-02T00:51:00Z,acct_1168,user_1045,merc_9142,63.25,USD,restaurant,DE,app,dev_g5,ip_9238,15694.45,15631.2,1,multiple quick purchases
tx0230,2025-10-01T19:27:00Z,acct_1101,user_1280,merc_9195,6934.91,USD,grocery,US,web,dev_n1,ip_3818,10840.07,3905.16,0,normal grocery
tx0231,2025-10-01T11:11:00Z,acct_1001,user_1193,merc_9189,9969.6,USD,airfare,FR,app,dev_q4,ip_6879,9850.74,-118.86,0,restaurant meal
tx0232,2025-10-01T10:08:00Z,acct_1023,user_1119,merc_9134,8199.81,USD,crypto_exchange,GB,mobile,dev_x2,ip_9516,1929.63,-6270.18,0,normal grocery
tx0233,2025-10-01T12:39:00Z,acct_1223,user_1067,merc_9061,747.8,USD,restaurant,FR,mobile,dev_z7,ip_5346,6374.79,5626.99,0,monthly subscription
tx0234,2025-10-01T18:32:00Z,acct_1300,user_1056,merc_9040,7703.6,USD,crypto_exchange,US,web,dev_o6,ip_6661,2432.32,-5271.28,0,book purchase
tx0235,2025-10-01T20:09:00Z,acct_1238,user_1136,merc_9031,4297.87,USD,subscription,US,web,dev_w10,ip_661,4316.12,18.25,1,near-zero balance after transaction
tx0236,2025-10-01T23:47:00Z,acct_1203,user_1263,merc_9013,5501.66,USD,subscription,RU,mobile,dev_f1,ip_6626,17094.93,11593.27,0,normal grocery
tx0237,2025-10-01T16:51:00Z,acct_1053,user_1072,merc_9032,6447.21,USD,airfare,US,app,dev_e4,ip_6564,7457.35,1010.14,0,travel expense
tx0238,2025-10-01T22:48:00Z,acct_1039,user_1012,merc_9017,1680.72,USD,wire,US,atm,dev_c6,ip_2008,873.07,-807.65,0,travel expense
tx0239,2025-10-01T16:24:00Z,acct_1203,user_1255,merc_9008,1487.17,USD,wire,GB,atm,dev_l4,ip_3067,5514.14,4026.97,0,travel expense
tx0240,2025-10-01T16:31:00Z,acct_1152,user_1256,merc_9106,8846.64,USD,grocery,NG,atm,dev_c5,ip_6276,2761.98,-6084.66,0,travel expense
tx0241,2025-10-01T08:54:00Z,acct_1279,user_1010,merc_9098,3884.42,USD,clothing,CA,atm,dev_z8,ip_5637,18255.29,14370.87,0,monthly subscription
tx0242,2025-10-01T09:55:00Z,acct_1164,user_1113,merc_9008,6064.01,USD,crypto_exchange,IR,app,dev_q6,ip_9569,19992.12,13928.11,2,wire to high-risk country
tx0243,2025-10-01T20:01:00Z,acct_1113,user_1295,merc_9100,9139.89,USD,wire,CA,web,dev_h10,ip_5211,16128.08,6988.19,0,normal grocery
tx0244,2025-10-01T08:41:00Z,acct_1291,user_1289,merc_9037,2327.0,USD,crypto_exchange,IR,web,dev_r5,ip_2877,9818.92,7491.92,0,monthly subscription
tx0245,2025-10-01T11:48:00Z,acct_1270,user_1245,merc_9001,7047.26,USD,wire,CA,web,dev_k3,ip_5302,1209.93,-5837.33,0,monthly subscription
tx0246,2025-10-01T18:50:00Z,acct_1270,user_1187,merc_9019,8051.38,USD,consulting,CA,atm,dev_d6,ip_4945,6465.61,-20.63,2,transaction exceeds balance
tx0247,2025-10-02T03:34:00Z,acct_1090,user_1288,merc_9178,3.92,USD,airfare,IR,mobile,dev_v10,ip_2873,7580.11,7576.19,1,repeated small micro-charges
tx0248,2025-10-01T19:51:00Z,acct_1201,user_1291,merc_9009,7453.69,USD,consulting,US,mobile,dev_h10,ip_1706,18735.02,11281.33,0,monthly subscription
tx0249,2025-10-01T08:03:00Z,acct_1164,user_1086,merc_9163,2567.32,USD,crypto_exchange,US,mobile,dev_a5,ip_3436,5005.83,2438.51,0,normal grocery
tx0250,2025-10-01T15:42:00Z,acct_1025,user_1198,merc_9113,4795.41,USD,books,GB,web,dev_p7,ip_5755,10929.56,6134.15,0,travel expense
tx0251,2025-10-02T02:41:00Z,acct_1084,user_1232,merc_9019,3755.2,USD,grocery,US,mobile,dev_k5,ip_1716,1502.52,-2252.68,0,normal grocery
tx0252,2025-10-01T14:30:00Z,acct_1048,user_1174,merc_9153,1013.48,USD,grocery,IR,atm,dev_n3,ip_9951,17797.27,16783.79,0,monthly subscription
tx0253,2025-10-01T09:52:00Z,acct_1210,user_1284,merc_9185,8398.71,USD,subscription,NG,mobile,dev_j4,ip_1572,1011.72,-7386.99,0,monthly subscription
tx0254,2025-10-02T00:10:00Z,acct_1185,user_1002,merc_9110,2918.82,USD,consulting,US,mobile,dev_p4,ip_1590,534.2,-2384.62,0,normal grocery
tx0255,2025-10-01T23:01:00Z,acct_1060,user_1158,merc_9102,14.02,USD,subscription,DE,atm,dev_c9,ip_6350,3713.93,3699.91,1,multiple quick purchases
tx0256,2025-10-01T10:05:00Z,acct_1239,user_1135,merc_9058,13351.23,USD,wire,FR,app,dev_y2,ip_1405,13369.46,18.23,1,near-zero balance after transaction
tx0257,2025-10-01T23:20:00Z,acct_1199,user_1268,merc_9108,3285.36,USD,consulting,IR,atm,dev_h8,ip_4897,1597.52,-1687.84,2,wire to high-risk country
tx0258,2025-10-01T10:18:00Z,acct_1089,user_1086,merc_9055,4036.09,USD,grocery,US,web,dev_n2,ip_7134,4054.35,18.26,1,near-zero balance after transaction
tx0259,2025-10-01T11:51:00Z,acct_1045,user_1199,merc_9143,5226.1,USD,subscription,GB,mobile,dev_q8,ip_203,15735.28,10509.18,0,book purchase
tx0260,2025-10-02T00:35:00Z,acct_1213,user_1077,merc_9038,44.47,USD,digital_goods,IR,app,dev_s2,ip_4688,17352.16,17307.69,1,multiple quick purchases
tx0261,2025-10-01T16:07:00Z,acct_1293,user_1243,merc_9010,3958.53,USD,books,US,mobile,dev_e10,ip_9973,13622.64,9664.11,0,restaurant meal
tx0262,2025-10-01T15:47:00Z,acct_1026,user_1244,merc_9069,6962.13,USD,restaurant,CA,app,dev_z5,ip_5095,5621.33,-1340.8,0,normal grocery
tx0263,2025-10-02T00:33:00Z,acct_1069,user_1154,merc_9191,2114.69,USD,subscription,DE,mobile,dev_x7,ip_9912,12918.19,10803.5,0,book purchase
tx0264,2025-10-01T14:52:00Z,acct_1265,user_1192,merc_9015,1.69,USD,digital_goods,NG,web,dev_j9,ip_6610,2730.28,2728.59,1,repeated small micro-charges
tx0265,2025-10-01T09:03:00Z,acct_1030,user_1128,merc_9009,3970.03,USD,restaurant,DE,app,dev_w4,ip_4489,7379.67,3409.64,0,normal grocery
tx0266,2025-10-01T17:44:00Z,acct_1124,user_1191,merc_9126,8945.02,USD,wire,IR,atm,dev_p10,ip_9034,7008.2,-1936.82,0,normal grocery
tx0267,2025-10-02T00:11:00Z,acct_1015,user_1198,merc_9013,201.5,USD,airfare,US,web,dev_u4,ip_3388,5396.29,5194.79,0,normal grocery
tx0268,2025-10-01T15:27:00Z,acct_1068,user_1089,merc_9154,3487.74,USD,subscription,US,web,dev_t5,ip_4512,8487.66,4999.92,0,restaurant meal
tx0269,2025-10-01T11:42:00Z,acct_1239,user_1155,merc_9174,6671.04,USD,consulting,RU,atm,dev_d1,ip_8381,19988.6,13317.56,2,wire to high-risk country
tx0270,2025-10-01T18:55:00Z,acct_1247,user_1033,merc_9087,2997.19,USD,subscription,FR,mobile,dev_i5,ip_3087,3015.59,18.4,1,near-zero balance after transaction
tx0271,2025-10-01T19:43:00Z,acct_1072,user_1014,merc_9168,9947.54,USD,subscription,DE,mobile,dev_n7,ip_6362,14739.91,4792.37,0,monthly subscription
tx0272,2025-10-02T03:05:00Z,acct_1114,user_1274,merc_9164,1280.31,USD,clothing,DE,mobile,dev_j3,ip_9147,3639.09,2358.78,0,restaurant meal
tx0273,2025-10-01T23:50:00Z,acct_1094,user_1172,merc_9168,2606.33,USD,restaurant,US,web,dev_h5,ip_6890,15766.05,13159.72,0,restaurant meal
tx0274,2025-10-01T13:09:00Z,acct_1061,user_1241,merc_9014,2984.26,USD,crypto_exchange,RU,app,dev_g9,ip_1964,17352.61,14368.35,0,normal grocery
tx0275,2025-10-01T08:10:00Z,acct_1071,user_1103,merc_9088,1769.07,USD,wire,GB,atm,dev_k3,ip_1325,9761.87,7992.8,0,normal grocery
tx0276,2025-10-01T21:06:00Z,acct_1232,user_1141,merc_9054,4034.53,USD,crypto_exchange,US,web,dev_z2,ip_2121,12297.31,8262.78,0,book purchase
tx0277,2025-10-01T19:46:00Z,acct_1003,user_1020,merc_9137,7336.3,USD,grocery,US,mobile,dev_k9,ip_3123,377.96,-6958.34,0,monthly subscription
tx0278,2025-10-01T19:32:00Z,acct_1160,user_1067,merc_9027,5203.36,USD,wire,GB,mobile,dev_c1,ip_4886,18970.3,13766.94,0,travel expense
tx0279,2025-10-02T01:14:00Z,acct_1223,user_1069,merc_9088,4565.78,USD,airfare,DE,mobile,dev_f7,ip_314,4583.8,18.02,1,near-zero balance after transaction
tx0280,2025-10-02T06:19:00Z,acct_1087,user_1064,merc_9094,480.56,USD,books,RU,app,dev_u5,ip_8762,12470.23,11989.67,0,normal grocery
tx0281,2025-10-01T18:17:00Z,acct_1011,user_1025,merc_9177,5051.08,USD,crypto_exchange,US,atm,dev_m2,ip_8967,5069.71,18.63,1,near-zero balance after transaction
tx0282,2025-10-01T17:39:00Z,acct_1216,user_1052,merc_9170,7187.94,USD,consulting,NG,mobile,dev_t3,ip_6863,16616.44,9428.5,0,normal grocery
tx0283,2025-10-01T15:06:00Z,acct_1059,user_1055,merc_9128,395.02,USD,subscription,US,web,dev_q4,ip_5865,14074.67,13679.65,0,book purchase
tx0284,2025-10-01T16:45:00Z,acct_1247,user_1170,merc_9061,5117.54,USD,digital_goods,US,app,dev_d10,ip_8096,2999.91,-2117.63,0,normal grocery
tx0285,2025-10-01T11:58:00Z,acct_1119,user_1234,merc_9076,6767.99,USD,grocery,FR,atm,dev_d3,ip_647,17047.93,10279.94,0,book purchase
tx0286,2025-10-01T11:54:00Z,acct_1049,user_1024,merc_9003,8149.83,USD,restaurant,US,web,dev_l8,ip_4396,17571.94,9422.11,0,monthly subscription
tx0287,2025-10-01T11:33:00Z,acct_1206,user_1205,merc_9117,587.41,USD,crypto_exchange,FR,atm,dev_z7,ip_2733,2278.87,1691.46,0,monthly subscription
tx0288,2025-10-01T12:28:00Z,acct_1214,user_1248,merc_9146,12215.97,USD,wire,RU,atm,dev_t7,ip_5876,12234.94,18.97,1,near-zero balance after transaction
tx0289,2025-10-02T03:18:00Z,acct_1248,user_1250,merc_9029,248.38,USD,grocery,GB,atm,dev_c5,ip_5149,266.96,18.58,1,near-zero balance after transaction
tx0290,2025-10-02T04:56:00Z,acct_1115,user_1174,merc_9133,3849.38,USD,books,NG,app,dev_v4,ip_7896,6928.07,3078.69,0,travel expense
tx0291,2025-10-01T15:37:00Z,acct_1028,user_1006,merc_9165,2782.29,USD,crypto_exchange,US,atm,dev_f2,ip_8056,6426.26,3643.97,0,travel expense
tx0292,2025-10-02T06:19:00Z,acct_1282,user_1194,merc_9104,3161.3,USD,crypto_exchange,US,app,dev_o10,ip_7342,1778.64,-1382.66,0,book purchase
tx0293,2025-10-01T23:35:00Z,acct_1010,user_1053,merc_9104,13437.32,USD,clothing,IR,app,dev_r1,ip_1490,15839.83,2402.51,2,wire to high-risk country
tx0294,2025-10-01T11:20:00Z,acct_1175,user_1187,merc_9014,7159.42,USD,restaurant,US,atm,dev_r10,ip_9830,9473.21,2313.79,0,normal grocery
tx0295,2025-10-01T11:40:00Z,acct_1114,user_1002,merc_9088,1405.35,USD,clothing,CA,mobile,dev_q6,ip_1742,934.65,-470.7,0,book purchase
tx0296,2025-10-01T12:13:00Z,acct_1131,user_1101,merc_9049,9266.34,USD,airfare,US,atm,dev_o4,ip_5537,2173.16,-7093.18,0,travel expense
tx0297,2025-10-01T14:03:00Z,acct_1231,user_1235,merc_9169,5851.62,USD,crypto_exchange,IR,web,dev_a9,ip_796,11073.46,5221.84,0,travel expense
tx0298,2025-10-02T07:39:00Z,acct_1297,user_1089,merc_9188,3847.24,USD,books,US,app,dev_v10,ip_9932,17656.26,13809.02,0,travel expense
tx0299,2025-10-02T02:42:00Z,acct_1128,user_1141,merc_9102,85.88,USD,crypto_exchange,CA,mobile,dev_z3,ip_2264,8266.65,8180.77,1,multiple quick purchases
tx0300,2025-10-02T01:12:00Z,acct_1161,user_1284,merc_9162,7104.25,USD,airfare,US,web,dev_t5,ip_5658,18425.41,11321.16,0,monthly subscription
tx0301,2025-10-01T22:26:00Z,acct_1278,user_1166,merc_9182,18836.33,USD,clothing,US,mobile,dev_p10,ip_9350,18854.62,18.29,1,near-zero balance after transaction
tx0302,2025-10-01T10:08:00Z,acct_1007,user_1268,merc_9028,5335.98,USD,wire,US,atm,dev_b1,ip_3276,5354.23,18.25,1,near-zero balance after transaction
tx0303,2025-10-02T07:46:00Z,acct_1152,user_1105,merc_9193,3.04,USD,restaurant,NG,app,dev_o2,ip_9206,17299.53,17296.49,1,repeated small micro-charges
tx0304,2025-10-01T15:42:00Z,acct_1148,user_1025,merc_9098,8688.63,USD,restaurant,GB,atm,dev_r1,ip_213,14878.53,6189.9,0,book purchase
tx0305,2025-10-01T12:05:00Z,acct_1189,user_1280,merc_9190,9624.79,USD,airfare,IR,web,dev_j8,ip_2907,19669.4,10044.61,0,travel expense
tx0306,2025-10-01T13:15:00Z,acct_1194,user_1021,merc_9110,9375.01,USD,wire,FR,mobile,dev_f10,ip_4179,132.79,-9242.22,0,normal grocery
tx0307,2025-10-02T01:47:00Z,acct_1166,user_1027,merc_9199,4.83,USD,crypto_exchange,RU,mobile,dev_z10,ip_9014,7174.55,7169.72,1,repeated small micro-charges
tx0308,2025-10-02T02:07:00Z,acct_1035,user_1259,merc_9041,2936.45,USD,digital_goods,GB,atm,dev_l4,ip_3496,13273.42,10336.97,0,travel expense
tx0309,2025-10-01T09:22:00Z,acct_1244,user_1288,merc_9193,9186.15,USD,digital_goods,RU,app,dev_v6,ip_7302,4822.15,-4364.0,0,monthly subscription
tx0310,2025-10-01T09:30:00Z,acct_1165,user_1196,merc_9030,18210.04,USD,clothing,GB,mobile,dev_x5,ip_405,18228.49,18.45,1,near-zero balance after transaction
tx0311,2025-10-02T07:24:00Z,acct_1152,user_1099,merc_9083,6703.68,USD,digital_goods,NG,app,dev_f9,ip_8737,166.47,-6537.21,0,monthly subscription
tx0312,2025-10-01T14:05:00Z,acct_1218,user_1054,merc_9053,876.12,USD,digital_goods,NG,atm,dev_x3,ip_390,9195.32,8319.2,0,normal grocery
tx0313,2025-10-02T02:16:00Z,acct_1129,user_1286,merc_9019,169.89,USD,subscription,IR,web,dev_n7,ip_7392,12611.74,12441.85,0,normal grocery
tx0314,2025-10-02T10:08:00Z,acct_1004,user_1033,merc_9194,6066.05,USD,digital_goods,IR,app,dev_l9,ip_1739,5810.94,-255.11,0,restaurant meal
tx0315,2025-10-01T18:05:00Z,acct_1225,user_1196,merc_9102,7975.05,USD,crypto_exchange,RU,app,dev_f9,ip_3603,2744.9,-5230.15,0,travel expense
tx0316,2025-10-02T02:42:00Z,acct_1074,user_1153,merc_9174,5966.95,USD,grocery,RU,mobile,dev_r9,ip_2317,2482.24,-3484.71,0,travel expense
tx0317,2025-10-01T11:55:00Z,acct_1044,user_1157,merc_9054,8347.65,USD,books,CA,web,dev_u9,ip_2334,3235.87,-5111.78,0,monthly subscription
tx0318,2025-10-01T20:12:00Z,acct_1093,user_1291,merc_9014,5806.38,USD,clothing,NG,atm,dev_c5,ip_1104,5028.74,-777.64,0,restaurant meal
tx0319,2025-10-02T03:19:00Z,acct_1066,user_1121,merc_9026,6934.89,USD,airfare,FR,app,dev_k8,ip_7384,6580.35,-354.54,0,monthly subscription
tx0320,2025-10-01T12:36:00Z,acct_1291,user_1187,merc_9081,2767.52,USD,grocery,GB,web,dev_k4,ip_3630,14249.74,11482.22,0,restaurant meal
tx0321,2025-10-02T02:24:00Z,acct_1170,user_1246,merc_9119,8418.09,USD,subscription,DE,mobile,dev_p9,ip_1784,3531.89,-4886.2,0,monthly subscription
tx0322,2025-10-01T09:16:00Z,acct_1101,user_1135,merc_9188,7692.23,USD,digital_goods,RU,app,dev_a9,ip_512,16256.6,8564.37,0,monthly subscription
tx0323,2025-10-01T23:52:00Z,acct_1283,user_1134,merc_9140,8571.78,USD,wire,NG,atm,dev_l7,ip_3659,17830.92,9259.14,0,monthly subscription
