step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
579,PAYMENT,1.00,C7004964045,2.16,1.16,M9065458220,0.00,0.00,0
719,PAYMENT,1.00,C7316122432,0.00,0.00,M6606958660,0.00,0.00,0
302,TRANSFER,4000.84,C8750840032,3906.77,0.00,M1099218439,0.00,0.00,1
375,CASH_OUT,654.46,C7560389844,693.44,38.98,M4093474499,0.00,0.00,1
528,PAYMENT,16198.68,C8721631198,90691.10,74492.42,M5449848690,0.00,0.00,0
660,CASH_IN,18126.76,C7333316743,30257.63,48384.39,C4353689019,48952.07,48952.07,0
404,DEBIT,37328.41,C4482238042,83077.89,45749.48,M4588312351,0.00,0.00,0
442,TRANSFER,2114.56,C8257484586,2305.56,191.00,M9776500600,0.00,0.00,1
464,CASH_OUT,3795.50,C4710967433,3659.47,0.00,C2612579345,623.27,623.27,1
402,TRANSFER,48912.49,C6974875750,53527.48,4614.99,C1194576436,8.73,48921.22,0
251,TRANSFER,702.44,C3792347639,823.59,121.15,C7576309274,164674.58,164674.58,1
547,DEBIT,5.06,C4427620889,6.10,1.04,M8858274691,0.00,0.00,0
38,CASH_OUT,1.00,C7750819485,0.00,0.00,C8168394616,1212.20,1212.20,0
97,CASH_OUT,40.38,C1662259333,60.76,20.38,C1945826486,4585.89,4585.89,0
356,PAYMENT,407.61,C4736031885,607.17,199.56,M3094407076,0.00,0.00,0
249,PAYMENT,3.21,C9929101065,3.71,0.50,M2839566253,0.00,0.00,0
217,PAYMENT,925.44,C3555656321,1172.33,246.89,M2115406331,0.00,0.00,0
395,PAYMENT,13557.86,C5476654128,30405.27,16847.41,M6820149016,0.00,0.00,0
710,PAYMENT,1.00,C6947080764,0.00,0.00,M6894024976,0.00,0.00,0
152,PAYMENT,1.00,C7127904756,0.00,0.00,M5959736235,0.00,0.00,0
147,PAYMENT,1.00,C5140460939,0.00,0.00,M5959736235,0.00,0.00,0
384,TRANSFER,10327.53,C3710566582,10321.81,0.00,M4390543744,0.00,0.00,1
405,CASH_OUT,73.96,C7857580528,69.17,0.00,M6692705133,0.00,0.00,1
102,TRANSFER,363.87,C4163119785,444.03,80.16,C7920516981,0.00,0.00,1
64,TRANSFER,55748.46,C1805492785,84998.43,29249.97,C2095286033,6157.77,61906.23,0
271,TRANSFER,9917.14,C1590985753,11589.69,1672.55,M9558906999,0.00,0.00,1
9,PAYMENT,51.82,C8578226896,99.16,47.34,M8044997538,0.00,0.00,0
326,TRANSFER,150328.60,C2571688961,160808.71,10480.11,M8030400668,0.00,0.00,1
354,CASH_IN,55064.17,C4264134512,0.00,55064.17,C1561417687,888.07,888.07,0
435,PAYMENT,164.87,C6620138568,234.32,69.45,M1122712790,0.00,0.00,0
634,TRANSFER,1.00,C8373547961,0.00,0.00,C7872090713,0.51,1.51,0
637,PAYMENT,4676.86,C5403510324,15446.50,10769.64,M3517195150,0.00,0.00,0
442,PAYMENT,333.14,C9508499533,585.84,252.70,M4211837506,0.00,0.00,0
294,CASH_OUT,1.00,C2540492440,0.00,0.00,C8316205130,66.62,66.62,0
216,DEBIT,15.86,C2009317340,31.27,15.41,M3313346852,0.00,0.00,0
314,TRANSFER,696.84,C7635473142,1290.37,593.53,C7603978731,8918.98,9615.82,0
376,TRANSFER,2264.74,C8761956684,2840.63,575.89,M5535650160,0.00,0.00,1
720,PAYMENT,1.00,C9292791081,0.00,0.00,M7343954769,0.00,0.00,0
66,PAYMENT,11846.54,C9858643842,145667.71,133821.17,M8325043570,0.00,0.00,0
392,PAYMENT,9410.27,C5625980561,132204.32,122794.05,M8910440683,0.00,0.00,0
675,DEBIT,12339.58,C2289624427,163879.03,151539.45,M4160161496,0.00,0.00,0
558,TRANSFER,31848.71,C6115750294,35330.31,3481.60,C9229469952,0.00,31848.71,0
234,PAYMENT,77.00,C5667503195,130.58,53.58,M8235474949,0.00,0.00,0
572,DEBIT,114.58,C7161887665,347.98,233.40,M1257854279,0.00,0.00,0
98,CASH_OUT,3344.80,C5296710795,4240.39,895.59,C6859286614,371.72,371.72,1
278,PAYMENT,2.33,C9381721143,11.64,9.31,M9404002665,0.00,0.00,0
469,CASH_OUT,8.17,C7473868020,10.87,2.70,C5871743247,3909.71,3909.71,0
180,PAYMENT,1.29,C1674755608,1.61,0.32,M3145756342,0.00,0.00,0
588,PAYMENT,112.08,C8339176912,326.43,214.35,M1240140248,0.00,0.00,0
360,CASH_OUT,1234.50,C8493451569,1247.42,12.92,M6583604299,0.00,0.00,1
373,TRANSFER,1.00,C5293274004,0.00,0.00,C9147736635,0.00,1.00,0
396,TRANSFER,37442.61,C7965608188,32045.28,0.00,M6845287382,0.00,0.00,1
610,TRANSFER,1161.40,C6596578419,1590.58,429.18,C4471642620,108.20,108.20,1
619,CASH_OUT,555.99,C4713453204,505.83,0.00,C4536306171,21.95,21.95,1
417,PAYMENT,53.39,C5638860656,63.96,10.57,M8646369354,0.00,0.00,0
41,TRANSFER,3328.05,C4202607993,3039.54,0.00,C2789144223,26776.52,26776.52,1
544,CASH_OUT,1.00,C4145461251,0.00,0.00,C8239941612,0.00,0.00,0
60,TRANSFER,273.42,C3185089287,228.96,0.00,C6491309593,4.22,4.22,1
485,CASH_OUT,1560.07,C7333678472,1780.30,220.23,M1811839103,0.00,0.00,1
66,TRANSFER,72819.69,C6562434335,94988.22,22168.53,C5419627962,0.00,0.00,1
342,TRANSFER,4447.96,C3694860228,4191.82,0.00,M3457877922,0.00,0.00,1
706,TRANSFER,14.03,C8638763775,18.75,4.72,C6069848439,14342.31,14356.34,0
288,CASH_OUT,1.00,C9103115140,0.47,0.00,C3095318649,179.30,179.30,0
646,TRANSFER,132186.48,C8995970241,125066.03,0.00,M2249831874,0.00,0.00,1
127,PAYMENT,81.77,C3869963931,165.53,83.76,M7341757401,0.00,0.00,0
445,CASH_OUT,7078.02,C8453283834,14402.76,7324.74,C1993998848,0.00,0.00,0
495,PAYMENT,11.64,C9094089209,22774.43,22762.79,M4522855590,0.00,0.00,0
463,DEBIT,436.80,C4311931853,1013.33,576.53,M6011842297,0.00,0.00,0
448,TRANSFER,1215.63,C3660223333,1457.45,241.82,C9650701349,85858.89,87074.52,1
320,CASH_OUT,3460.77,C7374810067,5732.26,2271.49,C3853978147,2948.43,2948.43,0
352,PAYMENT,79.27,C8168394616,1212.20,1132.93,M5869990861,0.00,0.00,0
699,DEBIT,5445.81,C3465883999,21186.99,15741.18,M1999913493,0.00,0.00,0
575,PAYMENT,50.22,C1446362270,105.40,55.18,M7532669066,0.00,0.00,0
663,TRANSFER,33248.63,C1809283659,202951.25,169702.62,C3115806625,0.64,33249.27,0
358,TRANSFER,3511.87,C5474951950,4213.91,702.04,M3317856944,0.00,0.00,1
84,TRANSFER,775.19,C5428082088,848.55,73.36,C7660813178,14186.68,14186.68,1
507,TRANSFER,27.02,C8480622107,86.95,59.93,C8241550421,0.00,27.02,0
208,TRANSFER,288.30,C1965067727,518.39,230.09,C7757700186,46.49,334.79,0
74,PAYMENT,422.96,C7590302909,19256.77,18833.81,M2885370603,0.00,0.00,0
568,TRANSFER,301.79,C3128675098,276.86,0.00,M4093474499,0.00,0.00,1
495,PAYMENT,4401.07,C9259157845,8692.43,4291.36,M6659847491,0.00,0.00,0
496,PAYMENT,1.00,C1569113257,0.00,0.00,M3476758136,0.00,0.00,0
302,TRANSFER,1386.89,C6443749394,1786.43,399.54,M6011842297,0.00,0.00,1
532,TRANSFER,4906.95,C1470939445,4258.24,0.00,C8846861559,90344.32,90344.32,1
457,PAYMENT,1.00,C8252045593,0.00,0.00,M9921025990,0.00,0.00,0
131,TRANSFER,29256.43,C4026113008,40230.87,10974.44,C1094115188,2126.60,2126.60,1
553,CASH_OUT,355.31,C8048810275,336.10,0.00,C1264739091,6195.80,6195.80,1
284,PAYMENT,4077.92,C9954587710,5047.22,969.30,M6045729129,0.00,0.00,0
164,PAYMENT,360.48,C8168204967,545.19,184.71,M9896529524,0.00,0.00,0
672,TRANSFER,32142.67,C4747699292,39427.20,7284.53,C9182543558,35.49,32178.16,1
340,PAYMENT,1100.64,C4662861038,5138.69,4038.05,M9590331226,0.00,0.00,0
551,CASH_OUT,1.00,C1785418196,0.00,0.00,C4014119648,61.97,61.97,0
569,PAYMENT,74.54,C7114223633,210.49,135.95,M6041646576,0.00,0.00,0
638,TRANSFER,2918.97,C5861829469,3015.22,96.25,M6932365592,0.00,0.00,1
583,TRANSFER,7985.72,C6012067717,10021.95,2036.23,C6496596008,122486.58,130472.30,1
377,CASH_OUT,10722.78,C9623534576,10959.99,237.21,C1375899416,2290.87,2290.87,0
156,TRANSFER,3061.49,C8239941612,2967.01,0.00,M3534186676,0.00,0.00,1
582,TRANSFER,5116.23,C2578662692,4594.66,0.00,C2331039957,865.37,5981.60,1
122,PAYMENT,2963.88,C7099469983,3615.26,651.38,M6651754819,0.00,0.00,0
301,CASH_OUT,95.91,C8902275119,121.14,25.23,C7705605962,0.00,0.00,1
385,TRANSFER,9379.07,C6477862024,10291.80,912.73,C8617360361,2002.93,11382.00,0
369,TRANSFER,10996.15,C5724657556,9724.23,0.00,M6558769264,0.00,0.00,1
456,PAYMENT,1.00,C9771848610,0.00,0.00,M7050091525,0.00,0.00,0
609,TRANSFER,200.14,C3744446292,224.72,24.58,C8106401208,910.20,1110.34,0
336,TRANSFER,1115.13,C2419931729,1464.06,348.93,C1110533960,637.43,1752.56,1
438,TRANSFER,118207.67,C4398953973,139491.19,21283.52,M1368287033,0.00,0.00,1
83,PAYMENT,985.09,C3363629219,3393.71,2408.62,M1083302600,0.00,0.00,0
568,TRANSFER,1.00,C8295757364,0.00,0.00,C9409682410,110.39,111.39,0
21,PAYMENT,666.77,C3338877621,807.50,140.73,M2711123163,0.00,0.00,0
624,CASH_OUT,2651.28,C1674755608,3199.55,548.27,M3705237613,0.00,0.00,1
33,PAYMENT,660.68,C2176904638,715.03,54.35,M1504729135,0.00,0.00,0
381,CASH_IN,1302.87,C4907446848,2392.49,3695.36,C9333490239,305.18,305.18,0
711,PAYMENT,2419.91,C5744003377,2520.27,100.36,M6771941776,0.00,0.00,0
703,TRANSFER,4.01,C4492602049,5.36,1.35,C8281641403,0.00,4.01,0
194,TRANSFER,6143.51,C9420979586,11407.48,5263.97,C4277581356,9447.74,15591.25,0
683,CASH_OUT,2307.90,C7829772942,2937.49,629.59,M8964269909,0.00,0.00,1
442,PAYMENT,66.20,C3614915281,118.44,52.24,M3831598303,0.00,0.00,0
125,CASH_OUT,20.79,C5870268582,40.50,19.71,C5998623100,8312.85,8312.85,0
714,CASH_OUT,544.28,C7705605962,474.72,0.00,M2303835765,0.00,0.00,1
458,DEBIT,2.55,C9546021691,8.76,6.21,M5794335854,0.00,0.00,0
448,CASH_OUT,27868.83,C8636525027,60174.50,32305.67,C6745958212,0.00,0.00,0
282,CASH_OUT,4896.43,C6959501845,4734.87,0.00,M6932365592,0.00,0.00,1
453,CASH_OUT,1731.78,C4577406847,1769.47,37.69,M3636366799,0.00,0.00,1
624,TRANSFER,5478.16,C7488943393,6267.96,789.80,C6369130994,91860.96,97339.12,1
430,DEBIT,790.39,C8178927766,834.58,44.19,M3831598303,0.00,0.00,0
25,DEBIT,1.00,C1470939445,0.00,0.00,M6515490818,0.00,0.00,0
45,CASH_OUT,11580.64,C2683446724,95064.53,83483.89,C9844874547,142717.02,142717.02,0
656,TRANSFER,180.03,C9463197203,187.75,7.72,C4268713302,0.00,0.00,1
483,CASH_OUT,200.94,C2389803385,450.18,249.24,C6369130994,97339.12,97339.12,0
428,CASH_OUT,3987.74,C3962452613,5022.08,1034.34,C9856756553,57.74,57.74,1
407,DEBIT,1.00,C7671041685,0.00,0.00,M9977193987,0.00,0.00,0
682,CASH_OUT,6499.74,C3424843951,6168.78,0.00,M6384311581,0.00,0.00,1
87,CASH_OUT,1.00,C8382963909,0.00,0.00,C4566852761,1451.24,1451.24,0
107,TRANSFER,295.73,C6009268066,292.58,0.00,M2136107759,0.00,0.00,1
651,PAYMENT,1.00,C4431078106,0.00,0.00,M6558769264,0.00,0.00,0
70,PAYMENT,1.00,C3664052763,0.98,0.00,M6130446648,0.00,0.00,0
473,CASH_OUT,1519.65,C8235363119,1511.39,0.00,C9229469952,31848.71,31848.71,1
322,PAYMENT,3212.96,C4590711152,4272.44,1059.48,M1857561275,0.00,0.00,0
96,CASH_OUT,46.11,C2687477596,50.83,4.72,M3811254192,0.00,0.00,1
8,CASH_OUT,2030.04,C3358880404,2358.05,328.01,C8796286443,593.43,593.43,1
561,PAYMENT,3197.63,C2416760621,72414.04,69216.41,M2541015125,0.00,0.00,0
416,PAYMENT,19.28,C2867302554,32.82,13.54,M5380159400,0.00,0.00,0
322,TRANSFER,6331.08,C2653032484,5671.64,0.00,M7969674420,0.00,0.00,1
168,PAYMENT,74.98,C6754503097,845.19,770.21,M6771941776,0.00,0.00,0
470,PAYMENT,37.11,C7824150224,59.89,22.78,M2129491690,0.00,0.00,0
603,TRANSFER,70.87,C5659161352,84.60,13.73,M8144889126,0.00,0.00,1
299,TRANSFER,1006.06,C2752536389,1144.13,138.07,C4302632494,0.00,0.00,1
691,PAYMENT,187.24,C3891796055,111341.67,111154.43,M1122712790,0.00,0.00,0
46,TRANSFER,50.90,C8261111839,64.49,13.59,M6247463262,0.00,0.00,1
711,TRANSFER,29.46,C4880176825,356.62,327.16,C3910678913,0.00,29.46,0
523,PAYMENT,21.49,C2654584280,25.69,4.20,M4122901114,0.00,0.00,0
630,TRANSFER,1.00,C4403845222,0.00,0.00,C7575259637,0.00,1.00,0
44,CASH_OUT,151.89,C6358023411,180.39,28.50,C8180620422,0.00,0.00,0
653,CASH_IN,3058.77,C9306142066,21.26,3080.03,C8493451569,12.92,12.92,0
265,DEBIT,1.00,C2914590233,0.00,0.00,M1711271599,0.00,0.00,0
182,TRANSFER,36079.06,C4181102664,44784.28,8705.22,M1711271599,0.00,0.00,1
267,CASH_OUT,61.26,C7098134112,285.93,224.67,C3338877621,140.73,140.73,0
379,DEBIT,148.67,C5612645121,1146.33,997.66,M8778927211,0.00,0.00,0
545,TRANSFER,5603.86,C6558450990,5375.04,0.00,M3566125120,0.00,0.00,1
464,TRANSFER,1641.51,C8203447752,1513.93,0.00,M9773795424,0.00,0.00,1
216,PAYMENT,1.00,C5704029171,0.00,0.00,M6045729129,0.00,0.00,0
37,TRANSFER,30.46,C7556046460,43.41,12.95,C5072538783,126.03,156.49,0
326,CASH_OUT,325.89,C2952996248,787.17,461.28,C5673482258,0.00,0.00,0
374,TRANSFER,258.85,C5215140451,250.26,0.00,M1694904767,0.00,0.00,1
111,TRANSFER,53.83,C6206015111,132.74,78.91,C8663837890,25560.31,25614.14,0
226,CASH_IN,5365.43,C3420671425,0.00,5365.43,C6515369278,402.19,402.19,0
68,TRANSFER,2.36,C4914929023,32572.47,32570.11,C2780016559,68303.81,68306.17,0
101,TRANSFER,4561.00,C3109688769,4470.79,0.00,M9558906999,0.00,0.00,1
634,CASH_IN,6706.42,C6336171726,3.52,6709.94,C4794276323,218234.61,218234.61,0
21,TRANSFER,1292.48,C8942167666,1608.35,315.87,M3508990774,0.00,0.00,1
327,PAYMENT,13125.14,C7759781156,20381.09,7255.95,M7948094928,0.00,0.00,0
700,TRANSFER,3468.01,C9974165440,3716.37,248.36,C2540492440,0.00,0.00,1
161,DEBIT,1272.16,C3931997465,1965.68,693.52,M8030400668,0.00,0.00,0
413,PAYMENT,3294.66,C2183906581,5104.36,1809.70,M1199447370,0.00,0.00,0
524,PAYMENT,45.67,C4227004325,67.62,21.95,M8276498637,0.00,0.00,0
481,PAYMENT,1.00,C4145461251,0.00,0.00,M8458323087,0.00,0.00,0
618,TRANSFER,58829.72,C4034047118,58781.06,0.00,M8083396378,0.00,0.00,1
600,TRANSFER,1.00,C8902114913,0.00,0.00,C3806215682,0.00,1.00,0
417,PAYMENT,650.61,C7420846622,1251.54,600.93,M2129491690,0.00,0.00,0
138,TRANSFER,1123.68,C1033015788,1285.88,162.20,M4329446784,0.00,0.00,1
578,TRANSFER,1.00,C9080621072,0.00,0.00,C4026113008,10974.44,10975.44,0
683,PAYMENT,1.00,C9702693937,0.00,0.00,M4125758723,0.00,0.00,0
342,PAYMENT,10.55,C4579265601,12.08,1.53,M1857561275,0.00,0.00,0
118,CASH_OUT,40.46,C4921003983,51.50,11.04,M9255306810,0.00,0.00,1
421,PAYMENT,1.00,C5728765136,0.00,0.00,M1185303518,0.00,0.00,0
374,CASH_OUT,1520.02,C9432088993,1510.43,0.00,C9945002229,0.00,0.00,1
643,PAYMENT,4526.10,C9462806178,6595.68,2069.58,M2328736852,0.00,0.00,0
91,PAYMENT,9396.24,C2960488639,96550.50,87154.26,M9916475897,0.00,0.00,0
97,CASH_OUT,3012.90,C2400094541,3054.71,41.81,M9398575277,0.00,0.00,1
339,TRANSFER,1.00,C9544423456,0.00,0.00,C8373547961,0.00,1.00,0
421,CASH_OUT,663.78,C3328710672,776.90,113.12,C4473306055,94.99,94.99,1
278,CASH_OUT,1318.96,C6704841644,1279.39,0.00,M6732306182,0.00,0.00,1
409,TRANSFER,2150.76,C6904897514,2294.60,143.84,M4035639663,0.00,0.00,1
508,TRANSFER,3477.11,C2591414076,5326.77,1849.66,C4227004325,21.95,3499.06,0
516,PAYMENT,1877.27,C7215110267,84027.64,82150.37,M7861571879,0.00,0.00,0
276,PAYMENT,1381.35,C7934137693,73345.97,71964.62,M2136107759,0.00,0.00,0
65,CASH_OUT,3315.07,C6097953682,4144.28,829.21,C1756345332,90.24,90.24,0
699,DEBIT,35603.31,C3201397080,41072.05,5468.74,M1999913493,0.00,0.00,0
656,CASH_OUT,4.22,C8303853049,10.22,6.00,C6656646925,0.00,0.00,0
716,CASH_OUT,1.00,C6961554653,0.00,0.00,C9147687657,1.00,1.00,0
283,TRANSFER,37.21,C2774884818,59.43,22.22,C5789617427,328.49,365.70,0
275,DEBIT,1.00,C2178158203,0.00,0.00,M6053489772,0.00,0.00,0
242,TRANSFER,2897.91,C3951331472,2418.02,0.00,M6401844042,0.00,0.00,1
359,PAYMENT,1265.46,C1293864877,3276.01,2010.55,M6199197408,0.00,0.00,0
614,CASH_OUT,3732.67,C9333798503,3472.73,0.00,M6894024976,0.00,0.00,1
580,TRANSFER,3689.36,C2571688961,10480.11,6790.75,C8350384902,66.43,3755.79,0
650,TRANSFER,170722.97,C1809283659,169702.62,0.00,C3615507143,483.63,483.63,1
102,CASH_OUT,23294.95,C7374584386,58738.26,35443.31,C1261903104,7097.27,7097.27,0
512,DEBIT,304.44,C6557907251,369.65,65.21,M1466305100,0.00,0.00,0
400,TRANSFER,40.35,C8480622107,59.93,19.58,C9471306442,0.00,40.35,0
291,CASH_OUT,77.04,C6822870815,76.72,0.00,M1357561213,0.00,0.00,1
639,DEBIT,1262.43,C9557663181,2889.10,1626.67,M5891831621,0.00,0.00,0
396,TRANSFER,2812.89,C6300607425,3774.18,961.29,M7230477043,0.00,0.00,1
563,CASH_OUT,3464.29,C9354542654,3541.79,77.50,M9773795424,0.00,0.00,1
38,CASH_OUT,151.68,C6458544482,144.64,0.00,C2407863065,120.66,120.66,1
219,PAYMENT,1.00,C2780136605,0.00,0.00,M5794335854,0.00,0.00,0
127,PAYMENT,205.94,C6385791669,328.91,122.97,M6894024976,0.00,0.00,0
342,TRANSFER,4703.85,C7951902330,11502.85,6799.00,C6613888489,851.18,5555.03,0
687,CASH_OUT,153.97,C8991514523,167.33,13.36,C2515672889,113122.02,113122.02,0
381,CASH_OUT,22.77,C1691293717,38.68,15.91,C1225953184,13413.53,13413.53,0
655,TRANSFER,156.21,C7114223633,135.95,0.00,C8948573913,79.15,235.36,1
209,TRANSFER,5570.26,C3464975279,8005.57,2435.31,C2247484671,19025.07,24595.33,0
159,TRANSFER,29527.58,C9229469952,31848.71,2321.13,M9640701016,0.00,0.00,1
150,TRANSFER,40.03,C6142469284,88.17,48.14,C5489485517,2538.64,2578.67,0
597,CASH_OUT,92014.65,C5035765954,125816.54,33801.89,C4102821948,13039.47,13039.47,0
311,TRANSFER,1.00,C4145461251,0.00,0.00,C2752536389,138.07,139.07,0
284,PAYMENT,579.00,C4776677517,41806.46,41227.46,M2910594463,0.00,0.00,0
382,TRANSFER,21806.66,C5883933127,50852.84,29046.18,C6464693977,112979.00,134785.66,0
1,TRANSFER,219.92,C7004510516,274.99,55.07,C3030106617,6.30,6.30,1
82,PAYMENT,1.00,C3376077463,0.00,0.00,M8643636805,0.00,0.00,0
393,PAYMENT,62.26,C8168204967,184.71,122.45,M3156792018,0.00,0.00,0
525,PAYMENT,6475.40,C6645808194,55295.29,48819.89,M8218146534,0.00,0.00,0
54,CASH_OUT,4221.73,C3149484176,5673.17,1451.44,M8821456242,0.00,0.00,1
114,CASH_OUT,995.86,C6128695961,921.62,0.00,M2243802345,0.00,0.00,1
684,PAYMENT,1.00,C7581349462,0.00,0.00,M2187592160,0.00,0.00,0
553,TRANSFER,1396.37,C4098389895,1274.44,0.00,C2994056084,0.00,1396.37,1
267,TRANSFER,1.00,C7573691558,0.00,0.00,C3201397080,5468.74,5469.74,0
630,PAYMENT,58.68,C5641959772,105.82,47.14,M2635881694,0.00,0.00,0
475,CASH_IN,129059.25,C9715314442,803.75,129863.00,C9049270990,1817.13,1817.13,0
250,TRANSFER,6566.26,C2789144223,26776.52,20210.26,C4735313433,0.00,6566.26,0
435,DEBIT,1.00,C7022683808,0.00,0.00,M6846530109,0.00,0.00,0
2,PAYMENT,1903.17,C7016293621,3669.37,1766.20,M3811254192,0.00,0.00,0
321,CASH_IN,25507.46,C2079501936,0.00,25507.46,C3260842187,409.58,409.58,0
548,TRANSFER,13773.37,C9919491730,14139.73,366.36,M4122901114,0.00,0.00,1
672,PAYMENT,1.00,C4231729466,0.00,0.00,M3355504998,0.00,0.00,0
335,DEBIT,177.34,C9863781331,682.74,505.40,M6130446648,0.00,0.00,0
597,PAYMENT,444.46,C4062777850,956.22,511.76,M1692044390,0.00,0.00,0
3,PAYMENT,2887.98,C4558302256,3239.30,351.32,M7343954769,0.00,0.00,0
450,CASH_OUT,869.87,C6921525436,1003.76,133.89,C7002076563,2.98,2.98,1
579,CASH_OUT,17727.39,C5281907480,18766.64,1039.25,C9420979586,5263.97,5263.97,0
216,CASH_OUT,1.00,C1494287462,0.00,0.00,C2072355594,455.88,455.88,0
365,CASH_OUT,1347.72,C9798613995,1816.50,468.78,M3508990774,0.00,0.00,1
649,CASH_OUT,1.00,C2267619081,0.00,0.00,C1026224160,0.00,0.00,0
282,CASH_OUT,1.00,C9725528903,0.00,0.00,C2578662692,0.00,0.00,0
530,TRANSFER,3761.77,C8309221034,4191.17,429.40,C2613385303,283.26,4045.03,1
225,PAYMENT,73.48,C2419931729,348.93,275.45,M4160161496,0.00,0.00,0
259,TRANSFER,456.56,C6443749394,399.54,0.00,M6651754819,0.00,0.00,1
341,PAYMENT,1.00,C7872873371,0.00,0.00,M6865994703,0.00,0.00,0
283,PAYMENT,1.26,C4492602049,1.35,0.09,M4158643786,0.00,0.00,0
666,TRANSFER,3514.49,C7801180691,4666.18,1151.69,M5794335854,0.00,0.00,1
468,CASH_OUT,1.00,C8270110908,0.00,0.00,C9437783771,1591.66,1591.66,0
657,CASH_OUT,10.81,C2566942273,19.73,8.92,C9138644862,402.46,402.46,0
515,TRANSFER,40649.47,C6493800024,34920.41,0.00,C1306702926,153112.32,153112.32,1
203,PAYMENT,580.15,C1110533960,1752.56,1172.41,M4554178984,0.00,0.00,0
585,PAYMENT,1959.46,C8854238082,6629.64,4670.18,M9773795424,0.00,0.00,0
176,PAYMENT,4884.51,C5064162365,5272.94,388.43,M8366710477,0.00,0.00,0
646,DEBIT,7226.36,C2789144223,20210.26,12983.90,M8728631945,0.00,0.00,0
267,PAYMENT,8246.94,C9479654136,13861.86,5614.92,M9558906999,0.00,0.00,0
570,PAYMENT,1.00,C2349406919,0.00,0.00,M7168105904,0.00,0.00,0
322,CASH_OUT,1.00,C4302632494,0.00,0.00,C7299420031,129.50,129.50,0
158,TRANSFER,1.00,C3878201524,0.00,0.00,C5626388820,940.05,941.05,0
387,PAYMENT,202.98,C9919491730,366.36,163.38,M6199197408,0.00,0.00,0
664,TRANSFER,97154.27,C8236361108,104126.41,6972.14,C6619138852,0.00,0.00,1
476,PAYMENT,99.82,C3426665919,573.05,473.23,M9043367776,0.00,0.00,0
611,TRANSFER,103397.12,C4586139213,90096.09,0.00,M1692044390,0.00,0.00,1
218,CASH_IN,19353.64,C4102872611,28.12,19381.76,C2327372855,5778.94,5778.94,0
420,TRANSFER,5507.90,C5751366455,5541.69,33.79,M2625035499,0.00,0.00,1
88,CASH_OUT,13967.10,C1710924824,12695.31,0.00,M8235474949,0.00,0.00,1
673,PAYMENT,36.40,C8669484644,46.31,9.91,M7437168216,0.00,0.00,0
89,TRANSFER,34.56,C6206015111,78.91,44.35,C5036200310,0.00,34.56,0
451,PAYMENT,1325.28,C7623575561,33099.64,31774.36,M9404002665,0.00,0.00,0
699,TRANSFER,884.25,C6155234610,993.99,109.74,C4586784711,19077.38,19961.63,0
101,PAYMENT,1585.79,C5358791907,100598.63,99012.84,M6992094064,0.00,0.00,0
146,TRANSFER,286.13,C3555656321,246.89,0.00,M5869990861,0.00,0.00,1
530,PAYMENT,21.43,C3574081104,53.73,32.30,M9625656293,0.00,0.00,0
89,DEBIT,1610.18,C7374584386,35443.31,33833.13,M8058679999,0.00,0.00,0
432,PAYMENT,1.00,C2017675569,0.00,0.00,M1306420495,0.00,0.00,0
528,TRANSFER,514.11,C1659663750,684.79,170.68,C4455798713,371.59,885.70,0
575,TRANSFER,313.57,C9470922075,352.61,39.04,C4014119648,61.97,61.97,1
164,CASH_OUT,6733.65,C5763350700,8470.57,1736.92,C4632522232,154039.90,154039.90,0
565,TRANSFER,8.94,C5212581851,38.69,29.75,C2407863065,120.66,129.60,0
258,CASH_OUT,52.98,C5278201677,50.52,0.00,C9237880732,25.06,25.06,1
530,CASH_OUT,10101.10,C6777263354,9719.33,0.00,C1940684569,451.01,451.01,1
402,DEBIT,18.70,C7691931213,875.49,856.79,M8964269909,0.00,0.00,0
540,PAYMENT,14.79,C2065354117,28724.03,28709.24,M2695447268,0.00,0.00,0
587,PAYMENT,12758.75,C9505085936,106316.85,93558.10,M8740820392,0.00,0.00,0
699,CASH_OUT,67.19,C9354542654,77.50,10.31,C5296710795,895.59,895.59,0
341,CASH_IN,82294.09,C6663846005,27232.15,109526.24,C1613549255,0.00,0.00,0
449,TRANSFER,8887.90,C8243746556,12730.84,3842.94,C1596471620,416.18,9304.08,0
246,DEBIT,352.39,C7556078550,1455.98,1103.59,M3960136787,0.00,0.00,0
334,CASH_OUT,13591.76,C6288227800,17284.30,3692.54,M1466305100,0.00,0.00,1
377,TRANSFER,67110.40,C6923301988,71893.20,4782.80,M5194066484,0.00,0.00,1
474,PAYMENT,1.00,C7705605962,0.00,0.00,M3469205576,0.00,0.00,0
58,TRANSFER,1786.33,C6069848439,14356.34,12570.01,C1209063208,100.47,1886.80,0
382,TRANSFER,13753.69,C2789144223,12983.90,0.00,M2839566253,0.00,0.00,1
345,TRANSFER,53496.69,C3713284816,49309.14,0.00,M7168105904,0.00,0.00,1
341,PAYMENT,1.00,C4098389895,0.00,0.00,M9523139706,0.00,0.00,0
542,PAYMENT,1352.62,C2610237679,2995.45,1642.83,M8063693463,0.00,0.00,0
321,PAYMENT,21.43,C7248258423,46536.13,46514.70,M2695447268,0.00,0.00,0
203,CASH_OUT,18.68,C4864126433,31.96,13.28,C6754503097,770.21,770.21,0
167,TRANSFER,4969.59,C2970753705,4855.84,0.00,M3811254192,0.00,0.00,1
