step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
218,PAYMENT,4348.35,C8331319481,107267.11,102918.76,M5087280062,0.00,0.00,0
56,CASH_OUT,20.37,C8322868827,35.73,15.36,C1600406558,130009.76,130009.76,0
238,PAYMENT,1984.63,C2948728483,5060.99,3076.36,M6790024996,0.00,0.00,0
199,DEBIT,24932.08,C8441393731,127749.86,102817.78,M6732306182,0.00,0.00,0
661,DEBIT,499.96,C4268713302,53310.59,52810.63,M5694439775,0.00,0.00,0
9,CASH_OUT,148.38,C3169561289,165.08,16.70,C1400330495,55009.85,55009.85,0
35,TRANSFER,2220.06,C1290050198,4691.55,2471.49,C9618334441,77.28,2297.34,0
385,DEBIT,2572.62,C5083595988,54513.59,51940.97,M9523139706,0.00,0.00,0
498,TRANSFER,3911.80,C7098134112,17924.45,14012.65,C7027529118,23508.64,27420.44,0
96,PAYMENT,3272.38,C1408988968,224168.83,220896.45,M8548290298,0.00,0.00,0
323,PAYMENT,110.14,C7186766399,88267.22,88157.08,M1857561275,0.00,0.00,0
644,PAYMENT,4452.19,C1121863227,11001.09,6548.90,M9773795424,0.00,0.00,0
195,PAYMENT,218.82,C4747699292,147323.00,147104.18,M1413599241,0.00,0.00,0
596,CASH_IN,94432.23,C3304560537,165.34,94597.57,C6674372082,8281.61,8281.61,0
718,PAYMENT,971.86,C8636525027,3665.09,2693.23,M3192202822,0.00,0.00,0
652,CASH_OUT,1525.12,C1519709079,3127.33,1602.21,C3429019820,3211.94,3211.94,0
278,PAYMENT,1415.27,C8102515984,14885.15,13469.88,M5985331805,0.00,0.00,0
401,DEBIT,318.47,C6477862024,859.84,541.37,M4952177946,0.00,0.00,0
187,CASH_OUT,27992.46,C6241752544,39932.38,11939.92,C3623588379,95691.91,95691.91,0
106,CASH_OUT,59782.82,C2076151332,97428.92,37646.10,C7380780055,83230.89,83230.89,0
657,PAYMENT,742.90,C3783009621,3377.99,2635.09,M2303835765,0.00,0.00,0
605,PAYMENT,18798.66,C1293864877,139630.22,120831.56,M1694904767,0.00,0.00,0
32,PAYMENT,864.53,C3185386258,9620.19,8755.66,M4329446784,0.00,0.00,0
527,PAYMENT,677.67,C6065662867,24957.16,24279.49,M8869140487,0.00,0.00,0
421,PAYMENT,2255.03,C9103115140,95111.36,92856.33,M8276498637,0.00,0.00,0
142,CASH_OUT,1220.19,C9411532909,1288.64,68.45,C5610783750,17908.55,17908.55,0
550,PAYMENT,8872.86,C8417757797,26117.73,17244.87,M7192742877,0.00,0.00,0
248,DEBIT,9624.76,C1965067727,16134.16,6509.40,M8083396378,0.00,0.00,0
436,CASH_OUT,92040.89,C1026224160,113436.77,21395.88,C6173344564,68224.11,68224.11,0
371,CASH_IN,1782.19,C6837342064,301.66,2083.85,C7161404428,30275.04,30275.04,0
57,DEBIT,42612.89,C7209571615,48962.23,6349.34,M8727805468,0.00,0.00,0
162,PAYMENT,825.28,C8761469117,10760.58,9935.30,M8144352013,0.00,0.00,0
408,PAYMENT,4792.52,C1160913827,6265.98,1473.46,M5937271321,0.00,0.00,0
567,TRANSFER,1.30,C9711080868,5.12,3.82,C5659161352,58211.85,58213.15,0
134,TRANSFER,108.52,C7079234115,525.66,417.14,C9579064478,0.00,108.52,0
173,TRANSFER,71531.18,C8243746556,159790.34,88259.16,C7988845536,71.68,71602.86,0
260,PAYMENT,475.26,C5578929439,1018.58,543.32,M7270955446,0.00,0.00,0
514,PAYMENT,8145.03,C2242377075,19618.46,11473.43,M7366396017,0.00,0.00,0
648,CASH_OUT,279.29,C6611356986,51843.31,51564.02,C4427620889,7569.72,7569.72,0
247,TRANSFER,527.27,C1885113834,805.54,278.27,C6168291913,162517.79,163045.06,0
592,TRANSFER,1460.16,C8709361138,1882.69,422.53,C9166381136,217118.65,218578.81,0
2,PAYMENT,13509.10,C8257484586,93792.24,80283.14,M5535650160,0.00,0.00,0
36,PAYMENT,2411.82,C2409274786,14573.79,12161.97,M3192202822,0.00,0.00,0
660,CASH_IN,51939.34,C9451577335,160762.80,212702.14,C4427620889,7569.72,7569.72,0
192,CASH_OUT,19.07,C7529817193,80.03,60.96,C4455798713,36585.95,36585.95,0
516,PAYMENT,245.70,C8235363119,672.59,426.89,M8740820392,0.00,0.00,0
208,CASH_OUT,420.40,C4455798713,36585.95,36165.55,C6582557981,81.81,81.81,0
145,TRANSFER,699.81,C5409514899,2536.96,1837.15,C6385791669,50036.62,50736.43,0
148,TRANSFER,331.37,C1459442845,899.82,568.45,C1586412136,41210.48,41541.85,0
383,PAYMENT,5933.63,C2801177461,176467.73,170534.10,M7270955446,0.00,0.00,0
575,PAYMENT,1819.48,C1408988968,220896.45,219076.97,M8903212516,0.00,0.00,0
81,PAYMENT,149.13,C1674555072,4465.53,4316.40,M3580582653,0.00,0.00,0
688,PAYMENT,1783.51,C8131923452,82127.84,80344.33,M7951820749,0.00,0.00,0
279,DEBIT,6.13,C4630196130,30515.45,30509.32,M3322580659,0.00,0.00,0
694,PAYMENT,10657.30,C5871743247,34092.88,23435.58,M8443061472,0.00,0.00,0
73,TRANSFER,12352.83,C2419931729,32076.85,19724.02,C1127978094,5331.59,17684.42,0
494,TRANSFER,5721.70,C5884391502,6320.29,598.59,C8102515984,13469.88,19191.58,0
650,DEBIT,3727.83,C4873807154,4710.01,982.18,M8821456242,0.00,0.00,0
11,CASH_OUT,60.14,C1230249217,157.22,97.08,C7249213370,75944.13,75944.13,0
183,CASH_OUT,14503.75,C5693307665,38442.20,23938.45,C8151583833,27351.43,27351.43,0
21,PAYMENT,217.50,C8796286443,235.87,18.37,M6498703287,0.00,0.00,0
656,PAYMENT,725.63,C4683585586,105948.92,105223.29,M7341757401,0.00,0.00,0
72,PAYMENT,422.77,C4274958945,3855.34,3432.57,M7514017540,0.00,0.00,0
17,PAYMENT,23738.21,C7575259637,42098.15,18359.94,M2129491690,0.00,0.00,0
550,PAYMENT,3034.72,C8419590655,37836.18,34801.46,M3476758136,0.00,0.00,0
409,CASH_IN,84779.64,C6102144947,26455.92,111235.56,C4506639908,42104.85,42104.85,0
207,PAYMENT,297.39,C5418232833,502.19,204.80,M9918338001,0.00,0.00,0
97,CASH_OUT,4513.46,C4248149900,5164.36,650.90,C4482238042,36948.23,36948.23,0
676,TRANSFER,15437.25,C4310415016,68633.62,53196.37,C8168036130,81092.41,96529.66,0
312,DEBIT,29275.11,C3280805846,165296.52,136021.41,M2916502228,0.00,0.00,0
168,CASH_OUT,2225.72,C9428056968,83848.16,81622.44,C8999963054,170330.27,170330.27,0
400,CASH_OUT,13177.21,C8982597239,16740.67,3563.46,C8160279830,30109.52,30109.52,0
287,CASH_OUT,46902.01,C2613385303,280524.40,233622.39,C6477862024,541.37,541.37,0
180,CASH_OUT,70924.11,C8796293088,148110.91,77186.80,C5243939720,572.14,572.14,0
585,TRANSFER,16134.24,C8160279830,30109.52,13975.28,C5584288132,0.00,16134.24,0
503,PAYMENT,1245.46,C6562144159,9875.72,8630.26,M7537130187,0.00,0.00,0
606,PAYMENT,1153.61,C2178158203,40455.21,39301.60,M4896576569,0.00,0.00,0
142,PAYMENT,5857.47,C1288765093,6804.29,946.82,M6846530109,0.00,0.00,0
702,PAYMENT,3261.25,C4332894265,67185.21,63923.96,M7270955446,0.00,0.00,0
154,PAYMENT,21008.31,C3698343112,170021.39,149013.08,M3369412470,0.00,0.00,0
720,PAYMENT,3016.46,C3033747850,29431.66,26415.20,M5714658227,0.00,0.00,0
440,PAYMENT,9004.17,C7019900273,20952.14,11947.97,M9752092528,0.00,0.00,0
535,PAYMENT,4.63,C8083175325,19.69,15.06,M9026301048,0.00,0.00,0
328,PAYMENT,1405.42,C8366884200,106099.46,104694.04,M5990749811,0.00,0.00,0
447,CASH_OUT,2952.35,C2274350418,43791.80,40839.45,C2721355673,113081.03,113081.03,0
112,TRANSFER,23144.11,C4633257620,39598.72,16454.61,C7949795085,111506.16,134650.27,0
433,PAYMENT,225.17,C9861449701,1023.59,798.42,M6583604299,0.00,0.00,0
28,PAYMENT,1.00,C4734111722,0.00,0.00,M4460319291,0.00,0.00,0
11,PAYMENT,77.03,C9911329062,11940.60,11863.57,M6247463262,0.00,0.00,0
224,PAYMENT,1756.88,C9255898264,3146.80,1389.92,M5985331805,0.00,0.00,0
389,TRANSFER,38417.66,C1293864877,120831.56,82413.90,C5868640848,744.56,39162.22,0
494,PAYMENT,19565.59,C9103115140,92856.33,73290.74,M4390543744,0.00,0.00,0
173,PAYMENT,549.20,C4181102664,16307.38,15758.18,M6846530109,0.00,0.00,0
552,TRANSFER,200.36,C4201225242,716.90,516.54,C9086117171,154933.58,155133.94,0
517,CASH_IN,100755.54,C7575259637,18359.94,119115.48,C6691628146,30640.58,30640.58,0
598,CASH_OUT,26565.02,C6353758928,40854.83,14289.81,C7581349462,78591.64,78591.64,0
294,CASH_OUT,6343.62,C5431267548,8813.42,2469.80,C3376077463,92495.00,92495.00,0
39,TRANSFER,2163.67,C1674555072,4316.40,2152.73,C1383539822,239330.95,241494.62,0
93,PAYMENT,3813.89,C4289233844,241955.33,238141.44,M4122901114,0.00,0.00,0
193,CASH_OUT,4728.86,C5141593270,11834.18,7105.32,C1149460439,7922.79,7922.79,0
74,CASH_OUT,656.12,C5140460939,81599.40,80943.28,C6038780151,17.56,17.56,0
397,PAYMENT,12858.39,C3878201524,156553.90,143695.51,M4665677395,0.00,0.00,0
325,PAYMENT,198.84,C6515369278,2014.76,1815.92,M2121448210,0.00,0.00,0
132,CASH_OUT,5397.24,C6995554056,12713.19,7315.95,C3744446292,115621.26,115621.26,0
496,CASH_OUT,163615.25,C2654584280,141085.84,0.00,M7928143230,0.00,0.00,1
155,PAYMENT,24578.19,C6242173772,30724.80,6146.61,M7717262223,0.00,0.00,0
410,PAYMENT,794.58,C6923893872,30741.34,29946.76,M6846530109,0.00,0.00,0
484,PAYMENT,21677.20,C6611356986,51564.02,29886.82,M3580582653,0.00,0.00,0
336,PAYMENT,461.12,C7074050517,43350.25,42889.13,M2586712032,0.00,0.00,0
20,TRANSFER,28981.07,C5129478722,246870.73,217889.66,C9249923427,11788.93,40770.00,0
565,TRANSFER,13144.24,C9660523876,152371.83,139227.59,C6231117883,57569.33,70713.57,0
50,PAYMENT,151.62,C9202102595,199.51,47.89,M4908108692,0.00,0.00,0
23,TRANSFER,14.43,C9369574998,201.85,187.42,C5407856339,37484.51,37498.94,0
570,TRANSFER,15166.78,C1230624431,42323.12,27156.34,C7403028869,13175.93,28342.71,0
656,TRANSFER,624.48,C4750707607,1623.59,999.11,C9451577335,212702.14,213326.62,0
159,CASH_OUT,1580.21,C2627677155,24444.93,22864.72,C7311011808,209349.09,209349.09,0
422,PAYMENT,448.92,C2476831585,78906.19,78457.27,M6866146362,0.00,0.00,0
552,DEBIT,37614.81,C9263135031,154333.76,116718.95,M2695447268,0.00,0.00,0
96,TRANSFER,19843.92,C6868336102,250903.94,231060.02,C8394040015,22245.14,42089.06,0
445,TRANSFER,11248.61,C6155234610,20027.06,8778.45,C9462806178,5826.91,17075.52,0
114,DEBIT,49032.87,C9463197203,145880.79,96847.92,M3495411322,0.00,0.00,0
692,TRANSFER,904.89,C3291226621,1198.09,293.20,C5633956194,13239.69,14144.58,0
71,TRANSFER,23504.70,C3791027186,163707.56,140202.86,C6673381261,62236.92,85741.62,0
655,PAYMENT,1553.30,C6710338189,22284.42,20731.12,M7678293431,0.00,0.00,0
718,PAYMENT,3909.74,C2148679234,61580.82,57671.08,M3536590481,0.00,0.00,0
477,CASH_OUT,21432.11,C9249923427,40770.00,19337.89,C6852312425,16608.43,16608.43,0
67,PAYMENT,7044.62,C9049270990,28070.06,21025.44,M8389750357,0.00,0.00,0
79,DEBIT,42.73,C4042413312,175.74,133.01,M6894024976,0.00,0.00,0
450,CASH_OUT,25676.83,C3291270703,34279.96,8603.13,C7567496105,175752.40,175752.40,0
78,TRANSFER,70554.55,C8506931282,105856.69,35302.14,C2214741296,8.36,70562.91,0
99,PAYMENT,963.43,C7488943393,28995.25,28031.82,M9098037639,0.00,0.00,0
464,TRANSFER,35610.95,C4095476665,131474.46,95863.51,C9081544414,21863.06,57474.01,0
510,TRANSFER,29096.91,C6844582171,82724.00,53627.09,C3297096148,72419.50,101516.41,0
115,DEBIT,3663.15,C9484167278,23895.95,20232.80,M3019265031,0.00,0.00,0
382,CASH_OUT,13347.82,C4226113732,70417.66,57069.84,C3465883999,114009.10,114009.10,0
381,PAYMENT,6330.51,C6548442140,98264.89,91934.38,M7969674420,0.00,0.00,0
201,PAYMENT,17150.73,C6754503097,117833.56,100682.83,M8821456242,0.00,0.00,0
706,TRANSFER,11556.34,C3197757742,80539.93,68983.59,C5935852056,12241.72,23798.06,0
311,DEBIT,44387.52,C5523703900,82750.14,38362.62,M9822499208,0.00,0.00,0
466,CASH_OUT,10079.49,C1590838716,18700.65,8621.16,C7420846622,190607.84,190607.84,0
610,TRANSFER,6288.25,C8933377472,12132.65,5844.40,C3343292475,8496.14,14784.39,0
193,PAYMENT,17788.81,C4623960580,130631.18,112842.37,M3566125120,0.00,0.00,0
493,PAYMENT,3227.43,C3421719519,11808.64,8581.21,M9021793855,0.00,0.00,0
647,PAYMENT,775.63,C4302632494,99453.93,98678.30,M7192742877,0.00,0.00,0
592,TRANSFER,810.26,C5861829469,1271.01,460.75,C8390631634,161581.38,162391.64,0
419,CASH_OUT,119162.82,C2047905204,152213.49,33050.67,C6725038117,134714.35,134714.35,0
83,PAYMENT,1360.58,C2308638549,271362.33,270001.75,M3566125120,0.00,0.00,0
595,CASH_IN,55965.87,C4062777850,54682.45,110648.32,C3806215682,15453.62,15453.62,0
452,CASH_OUT,927.02,C7462972995,2121.09,1194.07,C4482141802,85583.16,85583.16,0
224,PAYMENT,3563.43,C6691628146,30640.58,27077.15,M2916502228,0.00,0.00,0
157,TRANSFER,2028.27,C4659306670,2387.13,358.86,C4440904834,70548.89,72577.16,0
444,TRANSFER,5100.85,C1121863227,6548.90,1448.05,C1862812038,117212.61,122313.46,0
466,TRANSFER,21672.60,C7299420031,60032.33,38359.73,C8055515912,4873.07,26545.67,0
183,PAYMENT,62.41,C6562144159,8630.26,8567.85,M4160161496,0.00,0.00,0
423,PAYMENT,7587.96,C6726515966,129827.74,122239.78,M6401844042,0.00,0.00,0
74,DEBIT,4346.95,C8168204967,6068.75,1721.80,M8458323087,0.00,0.00,0
460,PAYMENT,7682.77,C2480915452,34754.15,27071.38,M5380159400,0.00,0.00,0
654,CASH_OUT,20.05,C4751509023,95282.02,95261.97,C5913767020,12389.86,12389.86,0
162,DEBIT,21804.65,C7077131430,102318.14,80513.49,M2187592160,0.00,0.00,0
300,CASH_OUT,73.28,C7534583219,291.89,218.61,C8133593748,24094.83,24094.83,0
703,PAYMENT,2440.80,C2343100352,84592.05,82151.25,M4460319291,0.00,0.00,0
170,DEBIT,2590.34,C2926780541,3049.33,458.99,M3313346852,0.00,0.00,0
384,TRANSFER,21835.81,C2994056084,27283.88,5448.07,C3412365931,127750.15,149585.96,0
634,PAYMENT,4.82,C6237376063,79.09,74.27,M3156792018,0.00,0.00,0
395,PAYMENT,9583.57,C9533595495,198090.39,188506.82,M3690714075,0.00,0.00,0
314,PAYMENT,105.61,C5078551333,13125.62,13020.01,M3208200227,0.00,0.00,0
675,PAYMENT,1.01,C4572433066,5217.72,5216.71,M6282009986,0.00,0.00,0
388,DEBIT,134.64,C7608141858,79422.83,79288.19,M7050091525,0.00,0.00,0
512,CASH_OUT,2395.00,C3003484425,4319.58,1924.58,C3291270703,8603.13,8603.13,0
29,CASH_OUT,55423.08,C4422700486,313617.28,258194.20,C4693510920,135612.38,135612.38,0
501,PAYMENT,5052.49,C8879525611,14809.34,9756.85,M6525576685,0.00,0.00,0
151,PAYMENT,5621.49,C8761469117,9935.30,4313.81,M6498703287,0.00,0.00,0
407,TRANSFER,15228.63,C4927019611,21577.56,6348.93,C4163119785,822.49,16051.12,0
99,PAYMENT,50.39,C3097302637,97.58,47.19,M1908459040,0.00,0.00,0
418,PAYMENT,22821.18,C8001729836,276585.87,253764.69,M4554178984,0.00,0.00,0
40,CASH_OUT,157.77,C7079234115,417.14,259.37,C7567496105,175752.40,175752.40,0
22,PAYMENT,21141.39,C2633177480,57237.27,36095.88,M9581187661,0.00,0.00,0
242,PAYMENT,27.43,C2602884797,45.93,18.50,M3072183247,0.00,0.00,0
74,PAYMENT,360.66,C1387652480,9790.58,9429.92,M8366710477,0.00,0.00,0
713,PAYMENT,7159.50,C6496933442,25813.27,18653.77,M1357561213,0.00,0.00,0
310,PAYMENT,10380.73,C1288335378,64280.75,53900.02,M7351460539,0.00,0.00,0
479,PAYMENT,124.09,C6613888489,6263.57,6139.48,M8964269909,0.00,0.00,0
615,PAYMENT,7648.74,C3051831252,62606.69,54957.95,M2228388623,0.00,0.00,0
185,PAYMENT,939.96,C3142452709,3593.39,2653.43,M8144889126,0.00,0.00,0
199,PAYMENT,11637.84,C4492602049,79088.55,67450.71,M2115862756,0.00,0.00,0
570,PAYMENT,18527.14,C5022964382,127767.69,109240.55,M9918338001,0.00,0.00,0
340,CASH_OUT,21937.26,C6097953682,36478.94,14541.68,C1293864877,82413.90,82413.90,0
696,PAYMENT,118.63,C6214917780,309957.86,309839.23,M6771941776,0.00,0.00,0
682,CASH_OUT,60.13,C8265834251,66.33,6.20,C2646331504,3346.55,3346.55,0
11,CASH_OUT,13458.58,C9592390865,28379.70,14921.12,C2145921803,101184.59,101184.59,0
63,PAYMENT,92.85,C8275679594,31738.03,31645.18,M4093474499,0.00,0.00,0
564,PAYMENT,575.48,C4152835101,1696.27,1120.79,M1257854279,0.00,0.00,0
282,TRANSFER,10036.04,C3887823121,13850.37,3814.33,C9995834531,2895.88,12931.92,0
529,PAYMENT,2545.25,C7135394336,5921.81,3376.56,M6763471833,0.00,0.00,0
595,TRANSFER,4673.40,C8252816758,203836.89,199163.49,C7575259637,119115.48,123788.88,0
600,CASH_OUT,19618.95,C9333490239,88961.50,69342.55,C7631970791,7399.65,7399.65,0
410,DEBIT,14723.50,C9080621072,133948.57,119225.07,M3476758136,0.00,0.00,0
182,PAYMENT,16458.75,C3841827734,87122.01,70663.26,M7717262223,0.00,0.00,0
718,CASH_OUT,18348.77,C8133593748,24094.83,5746.06,C6320115677,86345.65,86345.65,0
575,CASH_OUT,1072.47,C6797436140,2547.62,1475.15,C5578929439,543.32,543.32,0
181,CASH_OUT,4080.46,C7670476743,27734.19,23653.73,C8691288568,23749.25,23749.25,0
359,PAYMENT,22.44,C2617999521,92.90,70.46,M8858274691,0.00,0.00,0
654,PAYMENT,744.28,C4972536230,3692.28,2948.00,M1099218439,0.00,0.00,0
507,PAYMENT,12080.05,C9744120054,112291.40,100211.35,M9620935604,0.00,0.00,0
453,PAYMENT,20130.19,C2952996248,147009.51,126879.32,M8083396378,0.00,0.00,0
708,PAYMENT,3921.50,C7452729913,35432.08,31510.58,M9523139706,0.00,0.00,0
583,TRANSFER,64.71,C5673482258,15802.11,15737.40,C4765583254,16588.92,16653.63,0
192,PAYMENT,427.29,C8852676046,56171.18,55743.89,M2418407139,0.00,0.00,0
2,CASH_OUT,1378.45,C6837342064,2083.85,705.40,C3722583581,141548.02,141548.02,0
74,DEBIT,698.17,C4783282817,3711.22,3013.05,M7750131975,0.00,0.00,0
88,PAYMENT,1752.28,C6491309593,2358.44,606.16,M3811254192,0.00,0.00,0
393,PAYMENT,582.09,C1248704157,24299.39,23717.30,M6515490818,0.00,0.00,0
510,PAYMENT,19.62,C2578662692,1189.65,1170.03,M6041646576,0.00,0.00,0
170,PAYMENT,2.85,C5025070544,40475.89,40473.04,M1694904767,0.00,0.00,0
212,PAYMENT,116.10,C2020262123,54028.49,53912.39,M5535650160,0.00,0.00,0
232,CASH_OUT,10398.52,C3075362821,11900.41,1501.89,C7666129822,0.00,0.00,0
69,CASH_OUT,138.68,C9218363978,189.95,51.27,C1977515194,77474.95,77474.95,0
529,PAYMENT,5.26,C1799718923,8.20,2.94,M8044997538,0.00,0.00,0
147,TRANSFER,27771.92,C8833889083,30948.83,3176.91,C2250949136,148965.26,176737.18,0
75,DEBIT,3607.02,C1940684569,35884.52,32277.50,M7664045502,0.00,0.00,0
238,TRANSFER,48.40,C5269728610,104030.14,103981.74,C5704029171,64642.32,64690.72,0
602,CASH_OUT,24851.04,C8846861559,26737.38,1886.34,C5381866906,48504.92,48504.92,1
162,CASH_OUT,31353.99,C2979958124,57331.13,25977.14,C9285415473,2338.90,2338.90,0
378,PAYMENT,635.18,C5077921573,33470.69,32835.51,M5564953924,0.00,0.00,0
537,PAYMENT,247.68,C9904586976,54267.90,54020.22,M7532669066,0.00,0.00,0
472,PAYMENT,60.45,C6837975356,207.68,147.23,M7366396017,0.00,0.00,0
597,PAYMENT,767.69,C4530959836,192647.68,191879.99,M9523139706,0.00,0.00,0
262,PAYMENT,22534.72,C2704657157,108707.95,86173.23,M9590331226,0.00,0.00,0
340,PAYMENT,9155.22,C8755749566,275064.67,265909.45,M1504729135,0.00,0.00,0
106,CASH_IN,61016.21,C1485574228,1795.72,62811.93,C2616884203,0.00,0.00,0
281,PAYMENT,1610.36,C4492602049,67450.71,65840.35,M4820942294,0.00,0.00,0
407,TRANSFER,2432.37,C7581349462,78591.64,76159.27,C7736142481,177383.70,179816.07,0
347,CASH_OUT,17518.95,C4660390742,232554.45,215035.50,C4473306055,149845.74,149845.74,0
524,TRANSFER,60599.02,C4413838650,100549.09,39950.07,C6877052039,161408.60,222007.62,0
378,PAYMENT,15629.26,C4647891535,58353.73,42724.47,M6041646576,0.00,0.00,0
115,CASH_OUT,171192.80,C8076527214,220729.68,49536.88,M1185303518,0.00,0.00,1
533,CASH_OUT,19207.13,C9697414638,37219.18,18012.05,C4143852021,21602.99,21602.99,0
207,TRANSFER,11036.62,C4745927824,12789.92,1753.30,C2802141793,32833.53,43870.15,0
713,TRANSFER,599.36,C6804850108,815.49,216.13,C3389594115,196755.77,197355.13,0
20,TRANSFER,1505.40,C8973989997,2317.92,812.52,C5641959772,168657.23,170162.63,0
386,TRANSFER,48276.17,C2950049698,99477.64,51201.47,C7751356568,2984.92,51261.09,0
436,CASH_OUT,74.72,C6142469284,108.30,33.58,C3479708607,33479.97,33479.97,0
531,CASH_OUT,187164.81,C3465740756,200997.34,13832.53,C6272000062,0.00,0.00,0
166,PAYMENT,233.75,C7229869819,50833.01,50599.26,M9068916300,0.00,0.00,0
224,CASH_OUT,64238.09,C2476831585,78457.27,14219.18,C5694806361,2415.80,2415.80,0
500,TRANSFER,104.84,C5284391408,225.70,120.86,C4201225242,516.54,621.38,0
349,TRANSFER,198.13,C5975196341,214.71,16.58,C6122110529,20198.70,20396.83,0
338,DEBIT,3075.34,C1667483244,3301.17,225.83,M3960136787,0.00,0.00,0
117,PAYMENT,12998.56,C7266763552,35737.14,22738.58,M3965860354,0.00,0.00,0
382,PAYMENT,1471.40,C7784217828,3227.97,1756.57,M6651754819,0.00,0.00,0
581,PAYMENT,311.51,C1662259333,392.31,80.80,M4456193555,0.00,0.00,0
673,CASH_OUT,79.22,C9434946584,102.87,23.65,C1799718923,2.94,2.94,0
316,TRANSFER,1911.37,C7487012742,18876.92,16965.55,C5315211627,1631.24,3542.61,0
526,PAYMENT,6693.23,C2247484671,9005.14,2311.91,M4093474499,0.00,0.00,0
436,PAYMENT,12653.95,C5271453859,28425.31,15771.36,M3960136787,0.00,0.00,0
614,PAYMENT,257.63,C9381721143,283.65,26.02,M8443061472,0.00,0.00,0
499,TRANSFER,22572.93,C6884333221,68856.88,46283.95,C4794276323,208534.52,231107.45,0
273,PAYMENT,5875.84,C3291270703,8603.13,2727.29,M4460319291,0.00,0.00,0
609,PAYMENT,453.97,C3260842187,28218.98,27765.01,M5570190774,0.00,0.00,0
194,PAYMENT,12.24,C1563524533,24610.32,24598.08,M5734228580,0.00,0.00,0
101,CASH_OUT,1664.72,C8102515984,19191.58,17526.86,C9547119184,98464.50,98464.50,0
195,CASH_OUT,5324.28,C9981691030,23471.03,18146.75,C6884882440,648.47,648.47,0
30,CASH_IN,14106.58,C6081137534,47642.59,61749.17,C4719780110,7.19,7.19,0
169,TRANSFER,27828.12,C5883933127,99190.81,71362.69,C7099469983,310.46,28138.58,0
49,CASH_OUT,1496.72,C4776436931,58475.53,56978.81,C6548442140,91934.38,91934.38,0
250,CASH_OUT,230.56,C1624173500,244.29,13.73,C1383539822,241494.62,241494.62,0
442,CASH_IN,47448.13,C1248704157,23717.30,71165.43,C2479679716,22556.94,22556.94,0
554,CASH_IN,508.38,C4413838650,39950.07,40458.45,C6000009225,7.70,7.70,0
318,TRANSFER,8765.05,C8369792370,55321.14,46556.09,C8532327465,88644.81,97409.86,0
37,PAYMENT,1795.36,C2020262123,53912.39,52117.03,M2129491690,0.00,0.00,0
472,PAYMENT,475.72,C9744120054,100211.35,99735.63,M6651754819,0.00,0.00,0
540,PAYMENT,16222.10,C3716924538,51175.13,34953.03,M9523139706,0.00,0.00,0
236,CASH_OUT,1.00,C8795212264,0.00,0.00,C4509456565,85902.22,85902.22,0
189,PAYMENT,1.00,C4734111722,0.00,0.00,M3595066420,0.00,0.00,0
138,PAYMENT,536.68,C2965254350,1489.09,952.41,M8366710477,0.00,0.00,0
548,PAYMENT,82.80,C9147687657,4316.14,4233.34,M1888107487,0.00,0.00,0
159,TRANSFER,19589.90,C4277561834,73740.17,54150.27,C7406579219,148070.81,167660.71,0
471,TRANSFER,291.35,C1121863227,1448.05,1156.70,C1613549255,85749.92,86041.27,0
341,PAYMENT,16.87,C2009317340,16134.76,16117.89,M6247463262,0.00,0.00,0
262,CASH_OUT,11237.28,C2405746777,12323.10,1085.82,C7638836058,68708.13,68708.13,0
540,PAYMENT,21.37,C9381721143,26.02,4.65,M8964269909,0.00,0.00,0
333,TRANSFER,13428.58,C5064162365,14523.97,1095.39,C9868845806,136728.30,150156.88,0
489,PAYMENT,919.38,C8934927891,105624.02,104704.64,M4329446784,0.00,0.00,0
8,PAYMENT,15820.81,C1613549255,86041.27,70220.46,M3438830691,0.00,0.00,0
156,CASH_IN,6947.50,C6201313620,191303.33,198250.83,C2789144223,25176.71,25176.71,0
661,CASH_IN,54930.79,C1489726608,165452.17,220382.96,C6242173772,6146.61,6146.61,0
645,TRANSFER,2.00,C3303082117,5304.84,5302.84,C8719734235,125605.12,125607.12,0
92,PAYMENT,10149.00,C4965395580,93601.64,83452.64,M2910594463,0.00,0.00,0
515,PAYMENT,150.93,C7190276026,181139.49,180988.56,M6651020291,0.00,0.00,0
396,CASH_OUT,11386.28,C6880115912,19969.13,8582.85,C6369130994,1252.91,1252.91,0
647,TRANSFER,9290.73,C5292015249,12001.98,2711.25,C1710924824,57926.97,67217.70,0
467,PAYMENT,16369.86,C7818568548,19371.86,3002.00,M6313472215,0.00,0.00,0
360,PAYMENT,399.26,C3294092753,5168.53,4769.27,M9410569618,0.00,0.00,0
549,PAYMENT,3097.72,C5728897164,10726.21,7628.49,M3438830691,0.00,0.00,0
58,PAYMENT,1.01,C9376711497,101.97,100.96,M5087280062,0.00,0.00,0
94,PAYMENT,87.03,C6974875750,318.08,231.05,M7532669066,0.00,0.00,0
104,TRANSFER,21865.50,C1563524533,24598.08,2732.58,C3698343112,149013.08,170878.58,0
59,CASH_IN,20159.88,C2111272861,17221.23,37381.11,C1541964762,70753.03,70753.03,0
446,TRANSFER,138846.31,C7337225482,166070.66,27224.35,M6692705133,0.00,0.00,1
387,DEBIT,45448.96,C1131267917,109947.79,64498.83,M1357561213,0.00,0.00,0
370,DEBIT,893.58,C5728897164,7628.49,6734.91,M2586712032,0.00,0.00,0
